split,hourly_threshold_mm,product,rank,model,CSI,HSS,POD,FAR,frequency_bias,observed_events
development_2023_2025,10.0,episode_pm2h,2,UKMO_GLOBAL_10KM,0.0068,,0.0085,0.9688,0.2735,117
development_2023_2025,10.0,episode_pm2h,3,CMA_GRAPES_GLOBAL,0.0,,0.0,1.0,0.00855,117
development_2023_2025,10.0,episode_pm2h,4,ECMWF_HRES,0.0,,0.0,,0.0,117
development_2023_2025,10.0,episode_pm2h,5,GFS_GLOBAL,0.0,,0.0,1.0,0.02564,117
development_2023_2025,10.0,episode_pm2h,6,ICON_SEAMLESS,0.0,,0.0,,0.0,117
development_2023_2025,10.0,episode_pm2h,7,JMA_GSM,0.0,,0.0,,0.0,117
development_2023_2025,10.0,episode_pm2h,8,METEOFRANCE_ARPEGE_WORLD,0.0,,0.0,,0.0,117
development_2023_2025,10.0,strict_hourly,1,GEM_GLOBAL,0.0059,0.01,0.007,0.963,0.18881,143
development_2023_2025,10.0,strict_hourly,2,ECMWF_HRES,0.0,0.0,0.0,,0.0,143
development_2023_2025,10.0,strict_hourly,3,ICON_SEAMLESS,0.0,0.0,0.0,,0.0,143
development_2023_2025,10.0,strict_hourly,4,JMA_GSM,0.0,0.0,0.0,,0.0,143
development_2023_2025,10.0,strict_hourly,5,METEOFRANCE_ARPEGE_WORLD,0.0,0.0,0.0,,0.0,143
development_2023_2025,10.0,strict_hourly,6,CMA_GRAPES_GLOBAL,0.0,-0.0002,0.0,1.0,0.02098,143
development_2023_2025,10.0,strict_hourly,7,GFS_GLOBAL,0.0,-0.0003,0.0,1.0,0.02797,143
development_2023_2025,10.0,strict_hourly,8,UKMO_GLOBAL_10KM,0.0,-0.0021,0.0,1.0,0.23776,143
development_2023_2025,20.0,cadence_aware_episode,1,GEM_GLOBAL,0.0238,,0.025,0.6667,0.075,40
development_2023_2025,20.0,cadence_aware_episode,2,CMA_GRAPES_GLOBAL,0.0,,0.0,,0.0,40
development_2023_2025,20.0,cadence_aware_episode,3,ECMWF_HRES,0.0,,0.0,,0.0,40
development_2023_2025,20.0,cadence_aware_episode,4,GFS_GLOBAL,0.0,,0.0,,0.0,40
development_2023_2025,20.0,cadence_aware_episode,5,ICON_SEAMLESS,0.0,,0.0,,0.0,40
development_2023_2025,20.0,cadence_aware_episode,6,JMA_GSM,0.0,,0.0,,0.0,40
development_2023_2025,20.0,cadence_aware_episode,7,METEOFRANCE_ARPEGE_WORLD,0.0,,0.0,,0.0,40
development_2023_2025,20.0,cadence_aware_episode,8,UKMO_GLOBAL_10KM,0.0,,0.0,1.0,0.05,40
development_2023_2025,20.0,complete_3h_rate_equivalent,1,CMA_GRAPES_GLOBAL,0.0,0.0,0.0,,0.0,4
development_2023_2025,20.0,complete_3h_rate_equivalent,2,ECMWF_HRES,0.0,0.0,0.0,,0.0,4
development_2023_2025,20.0,complete_3h_rate_equivalent,3,GFS_GLOBAL,0.0,0.0,0.0,,0.0,3
development_2023_2025,20.0,complete_3h_rate_equivalent,4,ICON_SEAMLESS,0.0,0.0,0.0,,0.0,4
development_2023_2025,20.0,complete_3h_rate_equivalent,5,JMA_GSM,0.0,0.0,0.0,,0.0,4
development_2023_2025,20.0,complete_3h_rate_equivalent,6,METEOFRANCE_ARPEGE_WORLD,0.0,0.0,0.0,,0.0,4
development_2023_2025,20.0,complete_3h_rate_equivalent,7,UKMO_GLOBAL_10KM,0.0,-0.0002,0.0,1.0,0.25,4
development_2023_2025,20.0,complete_3h_rate_equivalent,8,GEM_GLOBAL,0.0,-0.0005,0.0,1.0,1.0,4
development_2023_2025,20.0,complete_3h_same_numeric,1,GEM_GLOBAL,0.025,0.046,0.0299,0.8667,0.22388,67
development_2023_2025,20.0,complete_3h_same_numeric,2,ECMWF_HRES,0.0,0.0,0.0,,0.0,67
development_2023_2025,20.0,complete_3h_same_numeric,3,ICON_SEAMLESS,0.0,0.0,0.0,,0.0,67
development_2023_2025,20.0,complete_3h_same_numeric,4,JMA_GSM,0.0,0.0,0.0,,0.0,67
development_2023_2025,20.0,complete_3h_same_numeric,5,METEOFRANCE_ARPEGE_WORLD,0.0,0.0,0.0,,0.0,67
development_2023_2025,20.0,complete_3h_same_numeric,6,GFS_GLOBAL,0.0,-0.0002,0.0,1.0,0.01515,66
development_2023_2025,20.0,complete_3h_same_numeric,7,CMA_GRAPES_GLOBAL,0.0,-0.0007,0.0,1.0,0.04478,67
development_2023_2025,20.0,complete_3h_same_numeric,8,UKMO_GLOBAL_10KM,0.0,-0.0019,0.0,1.0,0.13433,67
development_2023_2025,20.0,episode_pm1h,1,CMA_GRAPES_GLOBAL,0.0,,0.0,,0.0,40
development_2023_2025,20.0,episode_pm1h,2,ECMWF_HRES,0.0,,0.0,,0.0,40
development_2023_2025,20.0,episode_pm1h,3,GEM_GLOBAL,0.0,,0.0,1.0,0.075,40
development_2023_2025,20.0,episode_pm1h,4,GFS_GLOBAL,0.0,,0.0,,0.0,40
development_2023_2025,20.0,episode_pm1h,5,ICON_SEAMLESS,0.0,,0.0,,0.0,40
development_2023_2025,20.0,episode_pm1h,6,JMA_GSM,0.0,,0.0,,0.0,40
development_2023_2025,20.0,episode_pm1h,7,METEOFRANCE_ARPEGE_WORLD,0.0,,0.0,,0.0,40
development_2023_2025,20.0,episode_pm1h,8,UKMO_GLOBAL_10KM,0.0,,0.0,1.0,0.05,40
development_2023_2025,20.0,episode_pm2h,1,GEM_GLOBAL,0.0238,,0.025,0.6667,0.075,40
development_2023_2025,20.0,episode_pm2h,2,CMA_GRAPES_GLOBAL,0.0,,0.0,,0.0,40
development_2023_2025,20.0,episode_pm2h,3,ECMWF_HRES,0.0,,0.0,,0.0,40
development_2023_2025,20.0,episode_pm2h,4,GFS_GLOBAL,0.0,,0.0,,0.0,40
development_2023_2025,20.0,episode_pm2h,5,ICON_SEAMLESS,0.0,,0.0,,0.0,40
development_2023_2025,20.0,episode_pm2h,6,JMA_GSM,0.0,,0.0,,0.0,40
development_2023_2025,20.0,episode_pm2h,7,METEOFRANCE_ARPEGE_WORLD,0.0,,0.0,,0.0,40
development_2023_2025,20.0,episode_pm2h,8,UKMO_GLOBAL_10KM,0.0,,0.0,1.0,0.05,40
development_2023_2025,20.0,strict_hourly,1,GEM_GLOBAL,0.0185,0.0357,0.0233,0.9167,0.27907,43
development_2023_2025,20.0,strict_hourly,2,CMA_GRAPES_GLOBAL,0.0,0.0,0.0,,0.0,43
development_2023_2025,20.0,strict_hourly,3,ECMWF_HRES,0.0,0.0,0.0,,0.0,43
development_2023_2025,20.0,strict_hourly,4,GFS_GLOBAL,0.0,0.0,0.0,,0.0,43
development_2023_2025,20.0,strict_hourly,5,ICON_SEAMLESS,0.0,0.0,0.0,,0.0,43
development_2023_2025,20.0,strict_hourly,6,JMA_GSM,0.0,0.0,0.0,,0.0,43
development_2023_2025,20.0,strict_hourly,7,METEOFRANCE_ARPEGE_WORLD,0.0,0.0,0.0,,0.0,43
development_2023_2025,20.0,strict_hourly,8,UKMO_GLOBAL_10KM,0.0,-0.0002,0.0,1.0,0.06977,43
holdout_2026_h1,0.1,cadence_aware_episode,1,GEM_GLOBAL,0.1643,,0.2659,0.6993,0.88439,173
holdout_2026_h1,0.1,cadence_aware_episode,2,CMA_GRAPES_GLOBAL,0.1584,,0.2775,0.7303,1.0289,173
holdout_2026_h1,0.1,cadence_aware_episode,3,JMA_GSM,0.1322,,0.185,0.6832,0.58382,173
holdout_2026_h1,0.1,cadence_aware_episode,4,METEOFRANCE_ARPEGE_WORLD,0.1205,,0.289,0.8288,1.68786,173
holdout_2026_h1,0.1,cadence_aware_episode,5,UKMO_GLOBAL_10KM,0.1204,,0.2659,0.8196,1.47399,173
holdout_2026_h1,0.1,cadence_aware_episode,6,ICON_SEAMLESS,0.1117,,0.2486,0.8314,1.47399,173
holdout_2026_h1,0.1,cadence_aware_episode,7,ECMWF_HRES,0.1098,,0.2139,0.8159,1.16185,173
holdout_2026_h1,0.1,cadence_aware_episode,8,GFS_GLOBAL,0.0935,,0.2428,0.8679,1.83815,173
holdout_2026_h1,0.1,complete_3h_rate_equivalent,1,UKMO_GLOBAL_10KM,0.1954,0.2293,0.5312,0.7639,2.25,128
holdout_2026_h1,0.1,complete_3h_rate_equivalent,2,ICON_SEAMLESS,0.1712,0.1766,0.6328,0.8099,3.32812,128
holdout_2026_h1,0.1,complete_3h_rate_equivalent,3,ECMWF_HRES,0.1686,0.1624,0.8125,0.8246,4.63281,128
holdout_2026_h1,0.1,complete_3h_rate_equivalent,4,METEOFRANCE_ARPEGE_WORLD,0.1667,0.169,0.6094,0.8134,3.26562,128
holdout_2026_h1,0.1,complete_3h_rate_equivalent,5,GEM_GLOBAL,0.1662,0.1767,0.5078,0.8018,2.5625,128
holdout_2026_h1,0.1,complete_3h_rate_equivalent,6,GFS_GLOBAL,0.1389,0.1108,0.6719,0.851,4.50781,128
holdout_2026_h1,0.1,complete_3h_rate_equivalent,7,CMA_GRAPES_GLOBAL,0.1364,0.1179,0.4922,0.8413,3.10156,128
holdout_2026_h1,0.1,complete_3h_rate_equivalent,8,JMA_GSM,0.1267,0.0859,0.6641,0.8646,4.90625,128
holdout_2026_h1,0.1,complete_3h_same_numeric,1,ECMWF_HRES,0.25,0.2198,0.7342,0.7251,2.67117,222
holdout_2026_h1,0.1,complete_3h_same_numeric,2,ICON_SEAMLESS,0.2396,0.2038,0.6982,0.7328,2.61261,222
holdout_2026_h1,0.1,complete_3h_same_numeric,3,UKMO_GLOBAL_10KM,0.2185,0.1896,0.5225,0.7271,1.91441,222
holdout_2026_h1,0.1,complete_3h_same_numeric,4,GEM_GLOBAL,0.214,0.1963,0.455,0.7123,1.58108,222
holdout_2026_h1,0.1,complete_3h_same_numeric,5,METEOFRANCE_ARPEGE_WORLD,0.2133,0.1626,0.6109,0.7532,2.47511,221
holdout_2026_h1,0.1,complete_3h_same_numeric,6,GFS_GLOBAL,0.2041,0.1271,0.7207,0.7784,3.25225,222
holdout_2026_h1,0.1,complete_3h_same_numeric,7,JMA_GSM,0.1833,0.0982,0.5946,0.7905,2.83784,222
holdout_2026_h1,0.1,complete_3h_same_numeric,8,CMA_GRAPES_GLOBAL,0.1723,0.1136,0.4099,0.7708,1.78829,222
holdout_2026_h1,0.1,episode_pm1h,1,CMA_GRAPES_GLOBAL,0.1286,,0.2312,0.7753,1.0289,173
holdout_2026_h1,0.1,episode_pm1h,2,GEM_GLOBAL,0.1241,,0.2081,0.7647,0.88439,173
holdout_2026_h1,0.1,episode_pm1h,3,METEOFRANCE_ARPEGE_WORLD,0.1205,,0.289,0.8288,1.68786,173
holdout_2026_h1,0.1,episode_pm1h,4,UKMO_GLOBAL_10KM,0.1204,,0.2659,0.8196,1.47399,173
holdout_2026_h1,0.1,episode_pm1h,5,ICON_SEAMLESS,0.1117,,0.2486,0.8314,1.47399,173
holdout_2026_h1,0.1,episode_pm1h,6,ECMWF_HRES,0.1098,,0.2139,0.8159,1.16185,173
holdout_2026_h1,0.1,episode_pm1h,7,JMA_GSM,0.096,,0.1387,0.7624,0.58382,173
holdout_2026_h1,0.1,episode_pm1h,8,GFS_GLOBAL,0.0935,,0.2428,0.8679,1.83815,173
holdout_2026_h1,0.1,episode_pm2h,1,UKMO_GLOBAL_10KM,0.2022,,0.4162,0.7176,1.47399,173
holdout_2026_h1,0.1,episode_pm2h,2,METEOFRANCE_ARPEGE_WORLD,0.2016,,0.4509,0.7329,1.68786,173
holdout_2026_h1,0.1,episode_pm2h,3,GFS_GLOBAL,0.1831,,0.4393,0.761,1.83815,173
holdout_2026_h1,0.1,episode_pm2h,4,ICON_SEAMLESS,0.1662,,0.3526,0.7608,1.47399,173
holdout_2026_h1,0.1,episode_pm2h,5,GEM_GLOBAL,0.1643,,0.2659,0.6993,0.88439,173
holdout_2026_h1,0.1,episode_pm2h,6,CMA_GRAPES_GLOBAL,0.1584,,0.2775,0.7303,1.0289,173
holdout_2026_h1,0.1,episode_pm2h,7,ECMWF_HRES,0.1508,,0.2832,0.7562,1.16185,173
holdout_2026_h1,0.1,episode_pm2h,8,JMA_GSM,0.1322,,0.185,0.6832,0.58382,173
holdout_2026_h1,0.1,strict_hourly,1,ICON_SEAMLESS,0.1458,0.1431,0.6034,0.8387,3.74138,348
holdout_2026_h1,0.1,strict_hourly,2,ECMWF_HRES,0.1431,0.1304,0.7672,0.8504,5.12931,348
holdout_2026_h1,0.1,strict_hourly,3,GEM_GLOBAL,0.14,0.1413,0.4684,0.8335,2.81322,348
holdout_2026_h1,0.1,strict_hourly,4,METEOFRANCE_ARPEGE_WORLD,0.1242,0.1073,0.4828,0.8568,3.37069,348
holdout_2026_h1,0.1,strict_hourly,5,UKMO_GLOBAL_10KM,0.1231,0.1167,0.3707,0.8444,2.38218,348
holdout_2026_h1,0.1,strict_hourly,6,GFS_GLOBAL,0.119,0.0891,0.6034,0.8708,4.67241,348
holdout_2026_h1,0.1,strict_hourly,7,CMA_GRAPES_GLOBAL,0.1074,0.0761,0.431,0.8748,3.44253,348
holdout_2026_h1,0.1,strict_hourly,8,JMA_GSM,0.1051,0.0591,0.6149,0.8875,5.46839,348
holdout_2026_h1,1.0,cadence_aware_episode,1,GEM_GLOBAL,0.1491,,0.2537,0.7344,0.95522,67
holdout_2026_h1,1.0,cadence_aware_episode,2,METEOFRANCE_ARPEGE_WORLD,0.1189,,0.3284,0.8429,2.08955,67
holdout_2026_h1,1.0,cadence_aware_episode,3,UKMO_GLOBAL_10KM,0.109,,0.2537,0.8396,1.58209,67
holdout_2026_h1,1.0,cadence_aware_episode,4,GFS_GLOBAL,0.1081,,0.3582,0.8659,2.67164,67
holdout_2026_h1,1.0,cadence_aware_episode,5,ICON_SEAMLESS,0.0878,,0.2687,0.8846,2.32836,67
holdout_2026_h1,1.0,cadence_aware_episode,6,ECMWF_HRES,0.0797,,0.1642,0.8659,1.22388,67
holdout_2026_h1,1.0,cadence_aware_episode,7,CMA_GRAPES_GLOBAL,0.0647,,0.1642,0.9035,1.70149,67
holdout_2026_h1,1.0,cadence_aware_episode,8,JMA_GSM,0.0645,,0.0896,0.8125,0.47761,67
holdout_2026_h1,1.0,complete_3h_rate_equivalent,1,GEM_GLOBAL,0.1339,0.2022,0.3125,0.8101,1.64583,48
holdout_2026_h1,1.0,complete_3h_rate_equivalent,2,ECMWF_HRES,0.1197,0.1743,0.3542,0.8468,2.3125,48
holdout_2026_h1,1.0,complete_3h_rate_equivalent,3,UKMO_GLOBAL_10KM,0.0916,0.1281,0.25,0.8737,1.97917,48
holdout_2026_h1,1.0,complete_3h_rate_equivalent,4,GFS_GLOBAL,0.0734,0.0902,0.2708,0.9085,2.95833,48
holdout_2026_h1,1.0,complete_3h_rate_equivalent,5,ICON_SEAMLESS,0.0694,0.0831,0.25,0.9124,2.85417,48
holdout_2026_h1,1.0,complete_3h_rate_equivalent,6,METEOFRANCE_ARPEGE_WORLD,0.0645,0.0761,0.2083,0.9145,2.4375,48
holdout_2026_h1,1.0,complete_3h_rate_equivalent,7,CMA_GRAPES_GLOBAL,0.0631,0.0677,0.2917,0.9255,3.91667,48
holdout_2026_h1,1.0,complete_3h_rate_equivalent,8,JMA_GSM,0.0574,0.0684,0.1458,0.9136,1.6875,48
holdout_2026_h1,1.0,complete_3h_same_numeric,1,ECMWF_HRES,0.2007,0.2658,0.5934,0.7672,2.54945,91
holdout_2026_h1,1.0,complete_3h_same_numeric,2,GEM_GLOBAL,0.1632,0.2116,0.4286,0.7914,2.05495,91
holdout_2026_h1,1.0,complete_3h_same_numeric,3,ICON_SEAMLESS,0.1499,0.1781,0.5714,0.8312,3.38462,91
holdout_2026_h1,1.0,complete_3h_same_numeric,4,UKMO_GLOBAL_10KM,0.1485,0.1896,0.3736,0.8023,1.89011,91
holdout_2026_h1,1.0,complete_3h_same_numeric,5,METEOFRANCE_ARPEGE_WORLD,0.1472,0.1753,0.5275,0.8304,3.10989,91
holdout_2026_h1,1.0,complete_3h_same_numeric,6,GFS_GLOBAL,0.1391,0.1554,0.6374,0.849,4.21978,91
holdout_2026_h1,1.0,complete_3h_same_numeric,7,JMA_GSM,0.1384,0.1584,0.5385,0.8429,3.42857,91
holdout_2026_h1,1.0,complete_3h_same_numeric,8,CMA_GRAPES_GLOBAL,0.119,0.1251,0.4615,0.8618,3.34066,91
holdout_2026_h1,1.0,episode_pm1h,1,METEOFRANCE_ARPEGE_WORLD,0.1189,,0.3284,0.8429,2.08955,67
holdout_2026_h1,1.0,episode_pm1h,2,UKMO_GLOBAL_10KM,0.109,,0.2537,0.8396,1.58209,67
holdout_2026_h1,1.0,episode_pm1h,3,GFS_GLOBAL,0.1081,,0.3582,0.8659,2.67164,67
holdout_2026_h1,1.0,episode_pm1h,4,GEM_GLOBAL,0.1008,,0.1791,0.8125,0.95522,67
holdout_2026_h1,1.0,episode_pm1h,5,ICON_SEAMLESS,0.0878,,0.2687,0.8846,2.32836,67
holdout_2026_h1,1.0,episode_pm1h,6,ECMWF_HRES,0.0797,,0.1642,0.8659,1.22388,67
holdout_2026_h1,1.0,episode_pm1h,7,JMA_GSM,0.0645,,0.0896,0.8125,0.47761,67
holdout_2026_h1,1.0,episode_pm1h,8,CMA_GRAPES_GLOBAL,0.0462,,0.1194,0.9298,1.70149,67
holdout_2026_h1,1.0,episode_pm2h,1,UKMO_GLOBAL_10KM,0.1931,,0.4179,0.7358,1.58209,67
holdout_2026_h1,1.0,episode_pm2h,2,GFS_GLOBAL,0.1714,,0.5373,0.7989,2.67164,67
holdout_2026_h1,1.0,episode_pm2h,3,METEOFRANCE_ARPEGE_WORLD,0.1629,,0.4328,0.7929,2.08955,67
holdout_2026_h1,1.0,episode_pm2h,4,ICON_SEAMLESS,0.1554,,0.4478,0.8077,2.32836,67
holdout_2026_h1,1.0,episode_pm2h,5,GEM_GLOBAL,0.1491,,0.2537,0.7344,0.95522,67
holdout_2026_h1,1.0,episode_pm2h,6,ECMWF_HRES,0.1462,,0.2836,0.7683,1.22388,67
holdout_2026_h1,1.0,episode_pm2h,7,CMA_GRAPES_GLOBAL,0.0647,,0.1642,0.9035,1.70149,67
holdout_2026_h1,1.0,episode_pm2h,8,JMA_GSM,0.0645,,0.0896,0.8125,0.47761,67
holdout_2026_h1,1.0,strict_hourly,1,GEM_GLOBAL,0.0965,0.1483,0.3158,0.878,2.58947,95
holdout_2026_h1,1.0,strict_hourly,2,METEOFRANCE_ARPEGE_WORLD,0.0737,0.1049,0.3474,0.9145,4.06316,95
holdout_2026_h1,1.0,strict_hourly,3,ECMWF_HRES,0.0723,0.1035,0.3053,0.9134,3.52632,95
holdout_2026_h1,1.0,strict_hourly,4,UKMO_GLOBAL_10KM,0.0717,0.1046,0.2421,0.9076,2.62105,95
holdout_2026_h1,1.0,strict_hourly,5,ICON_SEAMLESS,0.0637,0.0857,0.3474,0.9276,4.8,95
holdout_2026_h1,1.0,strict_hourly,6,GFS_GLOBAL,0.0575,0.0736,0.3474,0.9355,5.38947,95
holdout_2026_h1,1.0,strict_hourly,7,JMA_GSM,0.053,0.0705,0.1789,0.93,2.55789,95
holdout_2026_h1,1.0,strict_hourly,8,CMA_GRAPES_GLOBAL,0.0506,0.06,0.3368,0.9439,6.0,95
holdout_2026_h1,1.5,cadence_aware_episode,1,GEM_GLOBAL,0.1765,,0.2679,0.6591,0.78571,56
holdout_2026_h1,1.5,cadence_aware_episode,2,UKMO_GLOBAL_10KM,0.129,,0.2857,0.8095,1.5,56
holdout_2026_h1,1.5,cadence_aware_episode,3,ECMWF_HRES,0.1031,,0.1786,0.8039,0.91071,56
holdout_2026_h1,1.5,cadence_aware_episode,4,GFS_GLOBAL,0.0987,,0.2679,0.8649,1.98214,56
holdout_2026_h1,1.5,cadence_aware_episode,5,METEOFRANCE_ARPEGE_WORLD,0.0956,,0.2321,0.8602,1.66071,56
holdout_2026_h1,1.5,cadence_aware_episode,6,CMA_GRAPES_GLOBAL,0.0781,,0.1786,0.878,1.46429,56
holdout_2026_h1,1.5,cadence_aware_episode,7,JMA_GSM,0.0597,,0.0714,0.7333,0.26786,56
holdout_2026_h1,1.5,cadence_aware_episode,8,ICON_SEAMLESS,0.0541,,0.1429,0.92,1.78571,56
holdout_2026_h1,1.5,complete_3h_rate_equivalent,1,GEM_GLOBAL,0.1039,0.1644,0.25,0.8491,1.65625,32
holdout_2026_h1,1.5,complete_3h_rate_equivalent,2,ECMWF_HRES,0.093,0.1444,0.25,0.871,1.9375,32
holdout_2026_h1,1.5,complete_3h_rate_equivalent,3,GFS_GLOBAL,0.0889,0.1367,0.25,0.8788,2.0625,32
holdout_2026_h1,1.5,complete_3h_rate_equivalent,4,METEOFRANCE_ARPEGE_WORLD,0.0761,0.1139,0.2188,0.8955,2.09375,32
holdout_2026_h1,1.5,complete_3h_rate_equivalent,5,ICON_SEAMLESS,0.0745,0.1108,0.2188,0.8986,2.15625,32
holdout_2026_h1,1.5,complete_3h_rate_equivalent,6,JMA_GSM,0.0678,0.1069,0.125,0.871,0.96875,32
holdout_2026_h1,1.5,complete_3h_rate_equivalent,7,CMA_GRAPES_GLOBAL,0.0548,0.0702,0.25,0.9344,3.8125,32
holdout_2026_h1,1.5,complete_3h_rate_equivalent,8,UKMO_GLOBAL_10KM,0.0494,0.0675,0.125,0.9245,1.65625,32
holdout_2026_h1,1.5,complete_3h_same_numeric,1,GEM_GLOBAL,0.1667,0.2291,0.4286,0.7857,2.0,77
holdout_2026_h1,1.5,complete_3h_same_numeric,2,ECMWF_HRES,0.1667,0.2238,0.5195,0.803,2.63636,77
holdout_2026_h1,1.5,complete_3h_same_numeric,3,UKMO_GLOBAL_10KM,0.1392,0.186,0.3506,0.8125,1.87013,77
holdout_2026_h1,1.5,complete_3h_same_numeric,4,ICON_SEAMLESS,0.1351,0.1675,0.5195,0.8456,3.36364,77
holdout_2026_h1,1.5,complete_3h_same_numeric,5,GFS_GLOBAL,0.1327,0.1605,0.5844,0.8534,3.98701,77
holdout_2026_h1,1.5,complete_3h_same_numeric,6,METEOFRANCE_ARPEGE_WORLD,0.1326,0.1657,0.4545,0.8423,2.88312,77
holdout_2026_h1,1.5,complete_3h_same_numeric,7,JMA_GSM,0.13,0.1585,0.5065,0.8511,3.4026,77
holdout_2026_h1,1.5,complete_3h_same_numeric,8,CMA_GRAPES_GLOBAL,0.0997,0.1042,0.4156,0.8841,3.58442,77
holdout_2026_h1,1.5,episode_pm1h,1,UKMO_GLOBAL_10KM,0.129,,0.2857,0.8095,1.5,56
holdout_2026_h1,1.5,episode_pm1h,2,GEM_GLOBAL,0.1111,,0.1786,0.7727,0.78571,56
holdout_2026_h1,1.5,episode_pm1h,3,ECMWF_HRES,0.1031,,0.1786,0.8039,0.91071,56
holdout_2026_h1,1.5,episode_pm1h,4,GFS_GLOBAL,0.0987,,0.2679,0.8649,1.98214,56
holdout_2026_h1,1.5,episode_pm1h,5,METEOFRANCE_ARPEGE_WORLD,0.0956,,0.2321,0.8602,1.66071,56
holdout_2026_h1,1.5,episode_pm1h,6,CMA_GRAPES_GLOBAL,0.0615,,0.1429,0.9024,1.46429,56
holdout_2026_h1,1.5,episode_pm1h,7,JMA_GSM,0.0597,,0.0714,0.7333,0.26786,56
holdout_2026_h1,1.5,episode_pm1h,8,ICON_SEAMLESS,0.0541,,0.1429,0.92,1.78571,56
holdout_2026_h1,1.5,episode_pm2h,1,UKMO_GLOBAL_10KM,0.1864,,0.3929,0.7381,1.5,56
holdout_2026_h1,1.5,episode_pm2h,2,GEM_GLOBAL,0.1765,,0.2679,0.6591,0.78571,56
holdout_2026_h1,1.5,episode_pm2h,3,ECMWF_HRES,0.1758,,0.2857,0.6863,0.91071,56
holdout_2026_h1,1.5,episode_pm2h,4,GFS_GLOBAL,0.1597,,0.4107,0.7928,1.98214,56
holdout_2026_h1,1.5,episode_pm2h,5,METEOFRANCE_ARPEGE_WORLD,0.1462,,0.3393,0.7957,1.66071,56
holdout_2026_h1,1.5,episode_pm2h,6,ICON_SEAMLESS,0.1143,,0.2857,0.84,1.78571,56
holdout_2026_h1,1.5,episode_pm2h,7,CMA_GRAPES_GLOBAL,0.0781,,0.1786,0.878,1.46429,56
holdout_2026_h1,1.5,episode_pm2h,8,JMA_GSM,0.0597,,0.0714,0.7333,0.26786,56
holdout_2026_h1,1.5,strict_hourly,1,GEM_GLOBAL,0.0955,0.153,0.2658,0.8704,2.05063,79
holdout_2026_h1,1.5,strict_hourly,2,UKMO_GLOBAL_10KM,0.0805,0.1265,0.2405,0.892,2.22785,79
holdout_2026_h1,1.5,strict_hourly,3,ECMWF_HRES,0.0723,0.1114,0.2278,0.9043,2.37975,79
holdout_2026_h1,1.5,strict_hourly,4,METEOFRANCE_ARPEGE_WORLD,0.0658,0.0979,0.2532,0.9184,3.10127,79
holdout_2026_h1,1.5,strict_hourly,5,GFS_GLOBAL,0.0604,0.0875,0.2532,0.9265,3.44304,79
holdout_2026_h1,1.5,strict_hourly,6,ICON_SEAMLESS,0.0518,0.0722,0.2025,0.935,3.11392,79
holdout_2026_h1,1.5,strict_hourly,7,CMA_GRAPES_GLOBAL,0.0466,0.0601,0.2532,0.9459,4.68354,79
holdout_2026_h1,1.5,strict_hourly,8,JMA_GSM,0.0361,0.0506,0.0759,0.9355,1.17722,79
holdout_2026_h1,5.0,cadence_aware_episode,1,UKMO_GLOBAL_10KM,0.0455,,0.0769,0.9,0.76923,26
holdout_2026_h1,5.0,cadence_aware_episode,2,GFS_GLOBAL,0.0345,,0.0385,0.75,0.15385,26
holdout_2026_h1,5.0,cadence_aware_episode,3,GEM_GLOBAL,0.0256,,0.0385,0.9286,0.53846,26
holdout_2026_h1,5.0,cadence_aware_episode,4,CMA_GRAPES_GLOBAL,0.0,,0.0,1.0,0.11538,26
holdout_2026_h1,5.0,cadence_aware_episode,5,ECMWF_HRES,0.0,,0.0,1.0,0.03846,26
holdout_2026_h1,5.0,cadence_aware_episode,6,ICON_SEAMLESS,0.0,,0.0,1.0,0.03846,26
holdout_2026_h1,5.0,cadence_aware_episode,7,JMA_GSM,0.0,,0.0,,0.0,26
holdout_2026_h1,5.0,cadence_aware_episode,8,METEOFRANCE_ARPEGE_WORLD,0.0,,0.0,1.0,0.07692,26
holdout_2026_h1,5.0,complete_3h_rate_equivalent,1,ICON_SEAMLESS,0.0,0.0,0.0,,0.0,8
holdout_2026_h1,5.0,complete_3h_rate_equivalent,2,JMA_GSM,0.0,0.0,0.0,,0.0,8
holdout_2026_h1,5.0,complete_3h_rate_equivalent,3,METEOFRANCE_ARPEGE_WORLD,0.0,0.0,0.0,,0.0,8
holdout_2026_h1,5.0,complete_3h_rate_equivalent,4,ECMWF_HRES,0.0,-0.0013,0.0,1.0,0.125,8
holdout_2026_h1,5.0,complete_3h_rate_equivalent,5,GFS_GLOBAL,0.0,-0.0023,0.0,1.0,0.25,8
holdout_2026_h1,5.0,complete_3h_rate_equivalent,6,CMA_GRAPES_GLOBAL,0.0,-0.0038,0.0,1.0,0.5,8
holdout_2026_h1,5.0,complete_3h_rate_equivalent,7,UKMO_GLOBAL_10KM,0.0,-0.0054,0.0,1.0,0.875,8
holdout_2026_h1,5.0,complete_3h_rate_equivalent,8,GEM_GLOBAL,0.0,-0.0067,0.0,1.0,1.375,8
holdout_2026_h1,5.0,complete_3h_same_numeric,1,ECMWF_HRES,0.1,0.1598,0.2333,0.8511,1.56667,30
holdout_2026_h1,5.0,complete_3h_same_numeric,2,GEM_GLOBAL,0.0986,0.1572,0.2333,0.8542,1.6,30
holdout_2026_h1,5.0,complete_3h_same_numeric,3,ICON_SEAMLESS,0.0909,0.143,0.2333,0.8704,1.8,30
