split,model,native_cadence_hours,product,hourly_threshold_mm,metric_threshold,threshold_unit,verification_unit,sample_size,observed_events,forecast_events,hits,misses,false_alarms,correct_negatives,POD,FAR,CSI,HSS,frequency_bias,mean_abs_timing_error_h,mean_signed_timing_error_h,amount_MAE,amount_Bias,source_type,lead_aware,status,cadence_tolerance_hours
development_2023_2025,GEM_GLOBAL,3,cadence_aware_episode,1.0,1.0,value per source interval,one_to_one_episode,25729,523,248,61,462,187,,0.1166,0.754,0.0859,,0.47419,1.164,-0.246,7.093,-6.644,continuous_historical,False,shadow_only,2
development_2023_2025,GEM_GLOBAL,3,complete_3h_same_numeric,1.0,1.0,value/3h,complete_3h_sum,8539,652,772,153,499,619,7268,0.2347,0.8018,0.1204,0.144,1.18405,0.0,0.0,8.236,-7.049,continuous_historical,False,shadow_only,
development_2023_2025,GEM_GLOBAL,3,complete_3h_rate_equivalent,1.0,3.0,value/3h,complete_3h_sum,8539,425,389,62,363,327,7787,0.1459,0.8406,0.0824,0.11,0.91529,0.0,0.0,11.352,-10.732,continuous_historical,False,shadow_only,
development_2023_2025,GEM_GLOBAL,3,strict_hourly,1.5,1.5,value per source interval,sample,25729,716,674,64,652,610,24403,0.0894,0.905,0.0483,0.0669,0.94134,0.0,0.0,,,continuous_historical,False,shadow_only,
development_2023_2025,GEM_GLOBAL,3,episode_pm1h,1.5,1.5,value per source interval,one_to_one_episode,25729,458,154,22,436,132,,0.048,0.8571,0.0373,,0.33624,0.682,-0.045,9.509,-6.891,continuous_historical,False,shadow_only,
development_2023_2025,GEM_GLOBAL,3,episode_pm2h,1.5,1.5,value per source interval,one_to_one_episode,25729,458,154,35,423,119,,0.0764,0.7727,0.0607,,0.33624,1.171,0.029,7.989,-6.286,continuous_historical,False,shadow_only,
development_2023_2025,GEM_GLOBAL,3,cadence_aware_episode,1.5,1.5,value per source interval,one_to_one_episode,25729,458,154,35,423,119,,0.0764,0.7727,0.0607,,0.33624,1.171,0.029,7.989,-6.286,continuous_historical,False,shadow_only,2
development_2023_2025,GEM_GLOBAL,3,complete_3h_same_numeric,1.5,1.5,value/3h,complete_3h_sum,8539,565,680,124,441,556,7418,0.2195,0.8176,0.1106,0.1368,1.20354,0.0,0.0,9.074,-8.29,continuous_historical,False,shadow_only,
development_2023_2025,GEM_GLOBAL,3,complete_3h_rate_equivalent,1.5,4.5,value/3h,complete_3h_sum,8539,337,224,30,307,194,8008,0.089,0.8661,0.0565,0.0779,0.66469,0.0,0.0,13.462,-12.791,continuous_historical,False,shadow_only,
development_2023_2025,GEM_GLOBAL,3,strict_hourly,5.0,5.0,value per source interval,sample,25729,343,81,4,339,77,25309,0.0117,0.9506,0.0095,0.0138,0.23615,0.0,0.0,,,continuous_historical,False,shadow_only,
development_2023_2025,GEM_GLOBAL,3,episode_pm1h,5.0,5.0,value per source interval,one_to_one_episode,25729,277,22,2,275,20,,0.0072,0.9091,0.0067,,0.07942,1.0,0.0,14.85,-14.85,continuous_historical,False,shadow_only,
development_2023_2025,GEM_GLOBAL,3,episode_pm2h,5.0,5.0,value per source interval,one_to_one_episode,25729,277,22,5,272,17,,0.0181,0.7727,0.017,,0.07942,1.6,1.2,9.68,-9.28,continuous_historical,False,shadow_only,
development_2023_2025,GEM_GLOBAL,3,cadence_aware_episode,5.0,5.0,value per source interval,one_to_one_episode,25729,277,22,5,272,17,,0.0181,0.7727,0.017,,0.07942,1.6,1.2,9.68,-9.28,continuous_historical,False,shadow_only,2
development_2023_2025,GEM_GLOBAL,3,complete_3h_same_numeric,5.0,5.0,value/3h,complete_3h_sum,8539,322,175,22,300,153,8064,0.0683,0.8743,0.0463,0.0637,0.54348,0.0,0.0,13.695,-13.532,continuous_historical,False,shadow_only,
development_2023_2025,GEM_GLOBAL,3,complete_3h_rate_equivalent,5.0,15.0,value/3h,complete_3h_sum,8539,98,27,2,96,25,8416,0.0204,0.9259,0.0163,0.0272,0.27551,0.0,0.0,26.914,-26.608,continuous_historical,False,shadow_only,
development_2023_2025,GEM_GLOBAL,3,strict_hourly,10.0,10.0,value per source interval,sample,25729,143,27,1,142,26,25560,0.007,0.963,0.0059,0.01,0.18881,0.0,0.0,,,continuous_historical,False,shadow_only,
development_2023_2025,GEM_GLOBAL,3,episode_pm1h,10.0,10.0,value per source interval,one_to_one_episode,25729,117,7,0,117,7,,0.0,1.0,0.0,,0.05983,,,,,continuous_historical,False,shadow_only,
development_2023_2025,GEM_GLOBAL,3,episode_pm2h,10.0,10.0,value per source interval,one_to_one_episode,25729,117,7,1,116,6,,0.0085,0.8571,0.0081,,0.05983,2.0,2.0,15.4,-15.4,continuous_historical,False,shadow_only,
development_2023_2025,GEM_GLOBAL,3,cadence_aware_episode,10.0,10.0,value per source interval,one_to_one_episode,25729,117,7,1,116,6,,0.0085,0.8571,0.0081,,0.05983,2.0,2.0,15.4,-15.4,continuous_historical,False,shadow_only,2
development_2023_2025,GEM_GLOBAL,3,complete_3h_same_numeric,10.0,10.0,value/3h,complete_3h_sum,8539,159,57,4,155,53,8327,0.0252,0.9298,0.0189,0.0275,0.35849,0.0,0.0,20.825,-20.618,continuous_historical,False,shadow_only,
development_2023_2025,GEM_GLOBAL,3,complete_3h_rate_equivalent,10.0,30.0,value/3h,complete_3h_sum,8539,31,9,1,30,8,8500,0.0323,0.8889,0.0256,0.0484,0.29032,0.0,0.0,43.013,-42.045,continuous_historical,False,shadow_only,
development_2023_2025,GEM_GLOBAL,3,strict_hourly,20.0,20.0,value per source interval,sample,25729,43,12,1,42,11,25675,0.0233,0.9167,0.0185,0.0357,0.27907,0.0,0.0,,,continuous_historical,False,shadow_only,
development_2023_2025,GEM_GLOBAL,3,episode_pm1h,20.0,20.0,value per source interval,one_to_one_episode,25729,40,3,0,40,3,,0.0,1.0,0.0,,0.075,,,,,continuous_historical,False,shadow_only,
development_2023_2025,GEM_GLOBAL,3,episode_pm2h,20.0,20.0,value per source interval,one_to_one_episode,25729,40,3,1,39,2,,0.025,0.6667,0.0238,,0.075,2.0,2.0,15.4,-15.4,continuous_historical,False,shadow_only,
development_2023_2025,GEM_GLOBAL,3,cadence_aware_episode,20.0,20.0,value per source interval,one_to_one_episode,25729,40,3,1,39,2,,0.025,0.6667,0.0238,,0.075,2.0,2.0,15.4,-15.4,continuous_historical,False,shadow_only,2
development_2023_2025,GEM_GLOBAL,3,complete_3h_same_numeric,20.0,20.0,value/3h,complete_3h_sum,8539,67,15,2,65,13,8459,0.0299,0.8667,0.025,0.046,0.22388,0.0,0.0,31.815,-31.367,continuous_historical,False,shadow_only,
development_2023_2025,GEM_GLOBAL,3,complete_3h_rate_equivalent,20.0,60.0,value/3h,complete_3h_sum,8539,4,4,0,4,4,8531,0.0,1.0,0.0,-0.0005,1.0,,,77.225,-77.225,continuous_historical,False,shadow_only,
development_2023_2025,CMA_GRAPES_GLOBAL,3,strict_hourly,0.1,0.1,value per source interval,sample,25729,2194,4129,737,1457,3392,20143,0.3359,0.8215,0.1319,0.137,1.88195,0.0,0.0,,,continuous_historical,False,shadow_only,
development_2023_2025,CMA_GRAPES_GLOBAL,3,episode_pm1h,0.1,0.1,value per source interval,one_to_one_episode,25729,1115,645,132,983,513,,0.1184,0.7953,0.0811,,0.57848,0.636,-0.106,3.288,-1.729,continuous_historical,False,shadow_only,
development_2023_2025,CMA_GRAPES_GLOBAL,3,episode_pm2h,0.1,0.1,value per source interval,one_to_one_episode,25729,1115,645,216,899,429,,0.1937,0.6651,0.1399,,0.57848,1.167,0.065,4.125,-2.61,continuous_historical,False,shadow_only,
development_2023_2025,CMA_GRAPES_GLOBAL,3,cadence_aware_episode,0.1,0.1,value per source interval,one_to_one_episode,25729,1115,645,216,899,429,,0.1937,0.6651,0.1399,,0.57848,1.167,0.065,4.125,-2.61,continuous_historical,False,shadow_only,2
development_2023_2025,CMA_GRAPES_GLOBAL,3,complete_3h_same_numeric,0.1,0.1,value/3h,complete_3h_sum,8539,1420,1370,442,978,928,6191,0.3113,0.6774,0.1882,0.1835,0.96479,0.0,0.0,4.176,-3.055,continuous_historical,False,shadow_only,
development_2023_2025,CMA_GRAPES_GLOBAL,3,complete_3h_rate_equivalent,0.1,0.30000000000000004,value/3h,complete_3h_sum,8539,840,1370,296,544,1074,6625,0.3524,0.7839,0.1546,0.1662,1.63095,0.0,0.0,6.449,-5.647,continuous_historical,False,shadow_only,
development_2023_2025,CMA_GRAPES_GLOBAL,3,strict_hourly,1.0,1.0,value per source interval,sample,25729,853,1560,137,716,1423,23453,0.1606,0.9122,0.0602,0.0739,1.82884,0.0,0.0,,,continuous_historical,False,shadow_only,
development_2023_2025,CMA_GRAPES_GLOBAL,3,episode_pm1h,1.0,1.0,value per source interval,one_to_one_episode,25729,523,370,52,471,318,,0.0994,0.8595,0.0618,,0.70746,0.692,-0.154,5.538,-5.069,continuous_historical,False,shadow_only,
development_2023_2025,CMA_GRAPES_GLOBAL,3,episode_pm2h,1.0,1.0,value per source interval,one_to_one_episode,25729,523,370,82,441,288,,0.1568,0.7784,0.1011,,0.70746,1.171,0.073,6.556,-6.115,continuous_historical,False,shadow_only,
development_2023_2025,CMA_GRAPES_GLOBAL,3,cadence_aware_episode,1.0,1.0,value per source interval,one_to_one_episode,25729,523,370,82,441,288,,0.1568,0.7784,0.1011,,0.70746,1.171,0.073,6.556,-6.115,continuous_historical,False,shadow_only,2
development_2023_2025,CMA_GRAPES_GLOBAL,3,complete_3h_same_numeric,1.0,1.0,value/3h,complete_3h_sum,8539,652,969,160,492,809,7078,0.2454,0.8349,0.1095,0.1168,1.4862,0.0,0.0,7.969,-7.404,continuous_historical,False,shadow_only,
development_2023_2025,CMA_GRAPES_GLOBAL,3,complete_3h_rate_equivalent,1.0,3.0,value/3h,complete_3h_sum,8539,425,519,64,361,455,7659,0.1506,0.8767,0.0727,0.0855,1.22118,0.0,0.0,11.27,-10.962,continuous_historical,False,shadow_only,
development_2023_2025,CMA_GRAPES_GLOBAL,3,strict_hourly,1.5,1.5,value per source interval,sample,25729,716,881,77,639,804,24209,0.1075,0.9126,0.0507,0.0678,1.23045,0.0,0.0,,,continuous_historical,False,shadow_only,
development_2023_2025,CMA_GRAPES_GLOBAL,3,episode_pm1h,1.5,1.5,value per source interval,one_to_one_episode,25729,458,236,29,429,207,,0.0633,0.8771,0.0436,,0.51528,0.793,-0.241,6.548,-5.879,continuous_historical,False,shadow_only,
development_2023_2025,CMA_GRAPES_GLOBAL,3,episode_pm2h,1.5,1.5,value per source interval,one_to_one_episode,25729,458,236,46,412,190,,0.1004,0.8051,0.071,,0.51528,1.239,-0.109,7.287,-6.7,continuous_historical,False,shadow_only,
development_2023_2025,CMA_GRAPES_GLOBAL,3,cadence_aware_episode,1.5,1.5,value per source interval,one_to_one_episode,25729,458,236,46,412,190,,0.1004,0.8051,0.071,,0.51528,1.239,-0.109,7.287,-6.7,continuous_historical,False,shadow_only,2
development_2023_2025,CMA_GRAPES_GLOBAL,3,complete_3h_same_numeric,1.5,1.5,value/3h,complete_3h_sum,8539,565,877,139,426,738,7236,0.246,0.8415,0.1067,0.1221,1.55221,0.0,0.0,9.01,-8.456,continuous_historical,False,shadow_only,
development_2023_2025,CMA_GRAPES_GLOBAL,3,complete_3h_rate_equivalent,1.5,4.5,value/3h,complete_3h_sum,8539,337,292,32,305,260,7942,0.095,0.8904,0.0536,0.0676,0.86647,0.0,0.0,13.315,-13.253,continuous_historical,False,shadow_only,
development_2023_2025,CMA_GRAPES_GLOBAL,3,strict_hourly,5.0,5.0,value per source interval,sample,25729,343,36,0,343,36,25350,0.0,1.0,0.0,-0.0025,0.10496,,,,,continuous_historical,False,shadow_only,
development_2023_2025,CMA_GRAPES_GLOBAL,3,episode_pm1h,5.0,5.0,value per source interval,one_to_one_episode,25729,277,11,0,277,11,,0.0,1.0,0.0,,0.03971,,,,,continuous_historical,False,shadow_only,
development_2023_2025,CMA_GRAPES_GLOBAL,3,episode_pm2h,5.0,5.0,value per source interval,one_to_one_episode,25729,277,11,0,277,11,,0.0,1.0,0.0,,0.03971,,,,,continuous_historical,False,shadow_only,
development_2023_2025,CMA_GRAPES_GLOBAL,3,cadence_aware_episode,5.0,5.0,value per source interval,one_to_one_episode,25729,277,11,0,277,11,,0.0,1.0,0.0,,0.03971,,,,,continuous_historical,False,shadow_only,2
development_2023_2025,CMA_GRAPES_GLOBAL,3,complete_3h_same_numeric,5.0,5.0,value/3h,complete_3h_sum,8539,322,240,21,301,219,7998,0.0652,0.9125,0.0388,0.0439,0.74534,0.0,0.0,13.781,-13.72,continuous_historical,False,shadow_only,
development_2023_2025,CMA_GRAPES_GLOBAL,3,complete_3h_rate_equivalent,5.0,15.0,value/3h,complete_3h_sum,8539,98,12,0,98,12,8429,0.0,1.0,0.0,-0.0025,0.12245,,,27.426,-27.426,continuous_historical,False,shadow_only,
development_2023_2025,CMA_GRAPES_GLOBAL,3,strict_hourly,10.0,10.0,value per source interval,sample,25729,143,3,0,143,3,25583,0.0,1.0,0.0,-0.0002,0.02098,,,,,continuous_historical,False,shadow_only,
development_2023_2025,CMA_GRAPES_GLOBAL,3,episode_pm1h,10.0,10.0,value per source interval,one_to_one_episode,25729,117,1,0,117,1,,0.0,1.0,0.0,,0.00855,,,,,continuous_historical,False,shadow_only,
development_2023_2025,CMA_GRAPES_GLOBAL,3,episode_pm2h,10.0,10.0,value per source interval,one_to_one_episode,25729,117,1,0,117,1,,0.0,1.0,0.0,,0.00855,,,,,continuous_historical,False,shadow_only,
development_2023_2025,CMA_GRAPES_GLOBAL,3,cadence_aware_episode,10.0,10.0,value per source interval,one_to_one_episode,25729,117,1,0,117,1,,0.0,1.0,0.0,,0.00855,,,,,continuous_historical,False,shadow_only,2
development_2023_2025,CMA_GRAPES_GLOBAL,3,complete_3h_same_numeric,10.0,10.0,value/3h,complete_3h_sum,8539,159,39,1,158,38,8342,0.0063,0.9744,0.0051,0.0028,0.24528,0.0,0.0,21.018,-21.018,continuous_historical,False,shadow_only,
development_2023_2025,CMA_GRAPES_GLOBAL,3,complete_3h_rate_equivalent,10.0,30.0,value/3h,complete_3h_sum,8539,31,1,0,31,1,8507,0.0,1.0,0.0,-0.0002,0.03226,,,44.077,-44.077,continuous_historical,False,shadow_only,
development_2023_2025,CMA_GRAPES_GLOBAL,3,strict_hourly,20.0,20.0,value per source interval,sample,25729,43,0,0,43,0,25686,0.0,,0.0,0.0,0.0,,,,,continuous_historical,False,shadow_only,
development_2023_2025,CMA_GRAPES_GLOBAL,3,episode_pm1h,20.0,20.0,value per source interval,one_to_one_episode,25729,40,0,0,40,0,,0.0,,0.0,,0.0,,,,,continuous_historical,False,shadow_only,
development_2023_2025,CMA_GRAPES_GLOBAL,3,episode_pm2h,20.0,20.0,value per source interval,one_to_one_episode,25729,40,0,0,40,0,,0.0,,0.0,,0.0,,,,,continuous_historical,False,shadow_only,
development_2023_2025,CMA_GRAPES_GLOBAL,3,cadence_aware_episode,20.0,20.0,value per source interval,one_to_one_episode,25729,40,0,0,40,0,,0.0,,0.0,,0.0,,,,,continuous_historical,False,shadow_only,2
development_2023_2025,CMA_GRAPES_GLOBAL,3,complete_3h_same_numeric,20.0,20.0,value/3h,complete_3h_sum,8539,67,3,0,67,3,8469,0.0,1.0,0.0,-0.0007,0.04478,,,32.625,-32.625,continuous_historical,False,shadow_only,
development_2023_2025,CMA_GRAPES_GLOBAL,3,complete_3h_rate_equivalent,20.0,60.0,value/3h,complete_3h_sum,8539,4,0,0,4,0,8535,0.0,,0.0,0.0,0.0,,,77.45,-77.45,continuous_historical,False,shadow_only,
development_2023_2025,JMA_GSM,6,strict_hourly,0.1,0.1,value per source interval,sample,25729,2194,4321,635,1559,3686,19849,0.2894,0.853,0.108,0.0923,1.96946,0.0,0.0,,,continuous_historical,False,shadow_only,
development_2023_2025,JMA_GSM,6,episode_pm1h,0.1,0.1,value per source interval,one_to_one_episode,25729,1115,250,49,1066,201,,0.0439,0.804,0.0372,,0.22422,0.735,-0.041,2.837,-2.208,continuous_historical,False,shadow_only,
development_2023_2025,JMA_GSM,6,episode_pm2h,0.1,0.1,value per source interval,one_to_one_episode,25729,1115,250,78,1037,172,,0.07,0.688,0.0606,,0.22422,1.205,-0.051,3.1,-2.397,continuous_historical,False,shadow_only,
development_2023_2025,JMA_GSM,6,cadence_aware_episode,0.1,0.1,value per source interval,one_to_one_episode,25729,1115,250,78,1037,172,,0.07,0.688,0.0606,,0.22422,1.205,-0.051,3.1,-2.397,continuous_historical,False,shadow_only,2
development_2023_2025,JMA_GSM,6,complete_3h_same_numeric,0.1,0.1,value/3h,complete_3h_sum,8539,1420,1440,402,1018,1038,6081,0.2831,0.7208,0.1635,0.1365,1.01408,0.0,0.0,4.036,-3.504,continuous_historical,False,shadow_only,
development_2023_2025,JMA_GSM,6,complete_3h_rate_equivalent,0.1,0.30000000000000004,value/3h,complete_3h_sum,8539,840,1439,248,592,1191,6508,0.2952,0.8277,0.1221,0.1067,1.7131,0.0,0.0,6.476,-6.141,continuous_historical,False,shadow_only,
development_2023_2025,JMA_GSM,6,strict_hourly,1.0,1.0,value per source interval,sample,25729,853,666,69,784,597,24279,0.0809,0.8964,0.0476,0.0636,0.78077,0.0,0.0,,,continuous_historical,False,shadow_only,
development_2023_2025,JMA_GSM,6,episode_pm1h,1.0,1.0,value per source interval,one_to_one_episode,25729,523,86,13,510,73,,0.0249,0.8488,0.0218,,0.16444,0.692,-0.231,4.408,-4.331,continuous_historical,False,shadow_only,
development_2023_2025,JMA_GSM,6,episode_pm2h,1.0,1.0,value per source interval,one_to_one_episode,25729,523,86,19,504,67,,0.0363,0.7791,0.0322,,0.16444,1.105,-0.158,4.826,-4.753,continuous_historical,False,shadow_only,
development_2023_2025,JMA_GSM,6,cadence_aware_episode,1.0,1.0,value per source interval,one_to_one_episode,25729,523,86,19,504,67,,0.0363,0.7791,0.0322,,0.16444,1.105,-0.158,4.826,-4.753,continuous_historical,False,shadow_only,2
development_2023_2025,JMA_GSM,6,complete_3h_same_numeric,1.0,1.0,value/3h,complete_3h_sum,8539,652,707,118,534,589,7298,0.181,0.8331,0.0951,0.1023,1.08436,0.0,0.0,8.096,-7.936,continuous_historical,False,shadow_only,
development_2023_2025,JMA_GSM,6,complete_3h_rate_equivalent,1.0,3.0,value/3h,complete_3h_sum,8539,425,221,33,392,188,7926,0.0776,0.8507,0.0538,0.0705,0.52,0.0,0.0,11.576,-11.512,continuous_historical,False,shadow_only,
development_2023_2025,JMA_GSM,6,strict_hourly,1.5,1.5,value per source interval,sample,25729,716,252,30,686,222,24791,0.0419,0.881,0.032,0.0482,0.35196,0.0,0.0,,,continuous_historical,False,shadow_only,
development_2023_2025,JMA_GSM,6,episode_pm1h,1.5,1.5,value per source interval,one_to_one_episode,25729,458,35,3,455,32,,0.0066,0.9143,0.0061,,0.07642,0.333,0.333,8.867,-8.867,continuous_historical,False,shadow_only,
development_2023_2025,JMA_GSM,6,episode_pm2h,1.5,1.5,value per source interval,one_to_one_episode,25729,458,35,7,451,28,,0.0153,0.8,0.0144,,0.07642,1.286,0.143,4.986,-4.929,continuous_historical,False,shadow_only,
development_2023_2025,JMA_GSM,6,cadence_aware_episode,1.5,1.5,value per source interval,one_to_one_episode,25729,458,35,7,451,28,,0.0153,0.8,0.0144,,0.07642,1.286,0.143,4.986,-4.929,continuous_historical,False,shadow_only,2
development_2023_2025,JMA_GSM,6,complete_3h_same_numeric,1.5,1.5,value/3h,complete_3h_sum,8539,565,568,91,474,477,7497,0.1611,0.8398,0.0873,0.101,1.00531,0.0,0.0,9.162,-9.059,continuous_historical,False,shadow_only,
development_2023_2025,JMA_GSM,6,complete_3h_rate_equivalent,1.5,4.5,value/3h,complete_3h_sum,8539,337,84,9,328,75,8127,0.0267,0.8929,0.0218,0.0274,0.24926,0.0,0.0,13.806,-13.794,continuous_historical,False,shadow_only,
development_2023_2025,JMA_GSM,6,strict_hourly,5.0,5.0,value per source interval,sample,25729,343,0,0,343,0,25386,0.0,,0.0,0.0,0.0,,,,,continuous_historical,False,shadow_only,
development_2023_2025,JMA_GSM,6,episode_pm1h,5.0,5.0,value per source interval,one_to_one_episode,25729,277,0,0,277,0,,0.0,,0.0,,0.0,,,,,continuous_historical,False,shadow_only,
development_2023_2025,JMA_GSM,6,episode_pm2h,5.0,5.0,value per source interval,one_to_one_episode,25729,277,0,0,277,0,,0.0,,0.0,,0.0,,,,,continuous_historical,False,shadow_only,
development_2023_2025,JMA_GSM,6,cadence_aware_episode,5.0,5.0,value per source interval,one_to_one_episode,25729,277,0,0,277,0,,0.0,,0.0,,0.0,,,,,continuous_historical,False,shadow_only,2
development_2023_2025,JMA_GSM,6,complete_3h_same_numeric,5.0,5.0,value/3h,complete_3h_sum,8539,322,60,4,318,56,8161,0.0124,0.9333,0.0106,0.0092,0.18634,0.0,0.0,14.269,-14.262,continuous_historical,False,shadow_only,
development_2023_2025,JMA_GSM,6,complete_3h_rate_equivalent,5.0,15.0,value/3h,complete_3h_sum,8539,98,0,0,98,0,8441,0.0,,0.0,0.0,0.0,,,27.973,-27.973,continuous_historical,False,shadow_only,
development_2023_2025,JMA_GSM,6,strict_hourly,10.0,10.0,value per source interval,sample,25729,143,0,0,143,0,25586,0.0,,0.0,0.0,0.0,,,,,continuous_historical,False,shadow_only,
development_2023_2025,JMA_GSM,6,episode_pm1h,10.0,10.0,value per source interval,one_to_one_episode,25729,117,0,0,117,0,,0.0,,0.0,,0.0,,,,,continuous_historical,False,shadow_only,
development_2023_2025,JMA_GSM,6,episode_pm2h,10.0,10.0,value per source interval,one_to_one_episode,25729,117,0,0,117,0,,0.0,,0.0,,0.0,,,,,continuous_historical,False,shadow_only,
development_2023_2025,JMA_GSM,6,cadence_aware_episode,10.0,10.0,value per source interval,one_to_one_episode,25729,117,0,0,117,0,,0.0,,0.0,,0.0,,,,,continuous_historical,False,shadow_only,2
development_2023_2025,JMA_GSM,6,complete_3h_same_numeric,10.0,10.0,value/3h,complete_3h_sum,8539,159,2,0,159,2,8378,0.0,1.0,0.0,-0.0005,0.01258,,,21.594,-21.594,continuous_historical,False,shadow_only,
development_2023_2025,JMA_GSM,6,complete_3h_rate_equivalent,10.0,30.0,value/3h,complete_3h_sum,8539,31,0,0,31,0,8508,0.0,,0.0,0.0,0.0,,,45.084,-45.084,continuous_historical,False,shadow_only,
development_2023_2025,JMA_GSM,6,strict_hourly,20.0,20.0,value per source interval,sample,25729,43,0,0,43,0,25686,0.0,,0.0,0.0,0.0,,,,,continuous_historical,False,shadow_only,
development_2023_2025,JMA_GSM,6,episode_pm1h,20.0,20.0,value per source interval,one_to_one_episode,25729,40,0,0,40,0,,0.0,,0.0,,0.0,,,,,continuous_historical,False,shadow_only,
development_2023_2025,JMA_GSM,6,episode_pm2h,20.0,20.0,value per source interval,one_to_one_episode,25729,40,0,0,40,0,,0.0,,0.0,,0.0,,,,,continuous_historical,False,shadow_only,
development_2023_2025,JMA_GSM,6,cadence_aware_episode,20.0,20.0,value per source interval,one_to_one_episode,25729,40,0,0,40,0,,0.0,,0.0,,0.0,,,,,continuous_historical,False,shadow_only,2
development_2023_2025,JMA_GSM,6,complete_3h_same_numeric,20.0,20.0,value/3h,complete_3h_sum,8539,67,0,0,67,0,8472,0.0,,0.0,0.0,0.0,,,33.221,-33.221,continuous_historical,False,shadow_only,
development_2023_2025,JMA_GSM,6,complete_3h_rate_equivalent,20.0,60.0,value/3h,complete_3h_sum,8539,4,0,0,4,0,8535,0.0,,0.0,0.0,0.0,,,77.45,-77.45,continuous_historical,False,shadow_only,
development_2023_2025,METEOFRANCE_ARPEGE_WORLD,1,strict_hourly,0.1,0.1,value per source interval,sample,25725,2194,4899,894,1300,4005,19526,0.4075,0.8175,0.1442,0.1522,2.23291,0.0,0.0,,,continuous_historical,False,shadow_only,
development_2023_2025,METEOFRANCE_ARPEGE_WORLD,1,episode_pm1h,0.1,0.1,value per source interval,one_to_one_episode,25725,1115,908,186,929,722,,0.1668,0.7952,0.1013,,0.81435,0.64,-0.07,3.695,-2.472,continuous_historical,False,shadow_only,
development_2023_2025,METEOFRANCE_ARPEGE_WORLD,1,episode_pm2h,0.1,0.1,value per source interval,one_to_one_episode,25725,1115,908,286,829,622,,0.2565,0.685,0.1647,,0.81435,1.115,-0.059,3.824,-2.628,continuous_historical,False,shadow_only,
development_2023_2025,METEOFRANCE_ARPEGE_WORLD,1,cadence_aware_episode,0.1,0.1,value per source interval,one_to_one_episode,25725,1115,908,186,929,722,,0.1668,0.7952,0.1013,,0.81435,0.64,-0.07,3.695,-2.472,continuous_historical,False,shadow_only,1
development_2023_2025,METEOFRANCE_ARPEGE_WORLD,1,complete_3h_same_numeric,0.1,0.1,value/3h,complete_3h_sum,8535,1420,1970,610,810,1360,5755,0.4296,0.6904,0.2194,0.2064,1.38732,0.0,0.0,4.07,-2.809,continuous_historical,False,shadow_only,
development_2023_2025,METEOFRANCE_ARPEGE_WORLD,1,complete_3h_rate_equivalent,0.1,0.30000000000000004,value/3h,complete_3h_sum,8535,840,1731,387,453,1344,6351,0.4607,0.7764,0.1772,0.1943,2.06071,0.0,0.0,6.328,-5.183,continuous_historical,False,shadow_only,
development_2023_2025,METEOFRANCE_ARPEGE_WORLD,1,strict_hourly,1.0,1.0,value per source interval,sample,25725,853,1773,186,667,1587,23285,0.2181,0.8951,0.0762,0.1014,2.07855,0.0,0.0,,,continuous_historical,False,shadow_only,
development_2023_2025,METEOFRANCE_ARPEGE_WORLD,1,episode_pm1h,1.0,1.0,value per source interval,one_to_one_episode,25725,523,518,76,447,442,,0.1453,0.8533,0.0788,,0.99044,0.645,-0.013,7.221,-6.561,continuous_historical,False,shadow_only,
development_2023_2025,METEOFRANCE_ARPEGE_WORLD,1,episode_pm2h,1.0,1.0,value per source interval,one_to_one_episode,25725,523,518,112,411,406,,0.2141,0.7838,0.1206,,0.99044,1.098,-0.134,6.54,-5.985,continuous_historical,False,shadow_only,
development_2023_2025,METEOFRANCE_ARPEGE_WORLD,1,cadence_aware_episode,1.0,1.0,value per source interval,one_to_one_episode,25725,523,518,76,447,442,,0.1453,0.8533,0.0788,,0.99044,0.645,-0.013,7.221,-6.561,continuous_historical,False,shadow_only,1
development_2023_2025,METEOFRANCE_ARPEGE_WORLD,1,complete_3h_same_numeric,1.0,1.0,value/3h,complete_3h_sum,8535,652,1149,229,423,920,6963,0.3512,0.8007,0.1457,0.1738,1.76227,0.0,0.0,7.731,-6.923,continuous_historical,False,shadow_only,
development_2023_2025,METEOFRANCE_ARPEGE_WORLD,1,complete_3h_rate_equivalent,1.0,3.0,value/3h,complete_3h_sum,8535,425,566,91,334,475,7635,0.2141,0.8392,0.1011,0.1344,1.33176,0.0,0.0,10.808,-10.433,continuous_historical,False,shadow_only,
development_2023_2025,METEOFRANCE_ARPEGE_WORLD,1,strict_hourly,1.5,1.5,value per source interval,sample,25725,716,1126,120,596,1006,24003,0.1676,0.8934,0.0697,0.0997,1.57263,0.0,0.0,,,continuous_historical,False,shadow_only,
development_2023_2025,METEOFRANCE_ARPEGE_WORLD,1,episode_pm1h,1.5,1.5,value per source interval,one_to_one_episode,25725,458,359,52,406,307,,0.1135,0.8552,0.068,,0.78384,0.654,-0.038,7.473,-6.742,continuous_historical,False,shadow_only,
development_2023_2025,METEOFRANCE_ARPEGE_WORLD,1,episode_pm2h,1.5,1.5,value per source interval,one_to_one_episode,25725,458,359,80,378,279,,0.1747,0.7772,0.1085,,0.78384,1.15,-0.3,7.144,-6.569,continuous_historical,False,shadow_only,
