split,model,native_cadence_hours,product,hourly_threshold_mm,metric_threshold,threshold_unit,verification_unit,sample_size,observed_events,forecast_events,hits,misses,false_alarms,correct_negatives,POD,FAR,CSI,HSS,frequency_bias,mean_abs_timing_error_h,mean_signed_timing_error_h,amount_MAE,amount_Bias,source_type,lead_aware,status,cadence_tolerance_hours
holdout_2026_h1,GFS_GLOBAL,1,episode_pm2h,5.0,5.0,value per source interval,one_to_one_episode,4224,26,4,1,25,3,,0.0385,0.75,0.0345,,0.15385,0.0,0.0,11.1,-11.1,continuous_historical,False,shadow_only,
holdout_2026_h1,GFS_GLOBAL,1,cadence_aware_episode,5.0,5.0,value per source interval,one_to_one_episode,4224,26,4,1,25,3,,0.0385,0.75,0.0345,,0.15385,0.0,0.0,11.1,-11.1,continuous_historical,False,shadow_only,1
holdout_2026_h1,GFS_GLOBAL,1,complete_3h_same_numeric,5.0,5.0,value/3h,complete_3h_sum,1399,30,57,6,24,51,1318,0.2,0.8947,0.0741,0.113,1.9,0.0,0.0,10.937,-10.93,continuous_historical,False,shadow_only,
holdout_2026_h1,GFS_GLOBAL,1,complete_3h_rate_equivalent,5.0,15.0,value/3h,complete_3h_sum,1399,8,2,0,8,2,1389,0.0,1.0,0.0,-0.0023,0.25,,,21.788,-21.788,continuous_historical,False,shadow_only,
holdout_2026_h1,GFS_GLOBAL,1,strict_hourly,10.0,10.0,value per source interval,sample,4224,15,3,0,15,3,4206,0.0,1.0,0.0,-0.0012,0.2,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,GFS_GLOBAL,1,episode_pm1h,10.0,10.0,value per source interval,one_to_one_episode,4224,14,1,0,14,1,,0.0,1.0,0.0,,0.07143,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,GFS_GLOBAL,1,episode_pm2h,10.0,10.0,value per source interval,one_to_one_episode,4224,14,1,0,14,1,,0.0,1.0,0.0,,0.07143,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,GFS_GLOBAL,1,cadence_aware_episode,10.0,10.0,value per source interval,one_to_one_episode,4224,14,1,0,14,1,,0.0,1.0,0.0,,0.07143,,,,,continuous_historical,False,shadow_only,1
holdout_2026_h1,GFS_GLOBAL,1,complete_3h_same_numeric,10.0,10.0,value/3h,complete_3h_sum,1399,17,6,2,15,4,1378,0.1176,0.6667,0.0952,0.1686,0.35294,0.0,0.0,15.565,-15.565,continuous_historical,False,shadow_only,
holdout_2026_h1,GFS_GLOBAL,1,complete_3h_rate_equivalent,10.0,30.0,value/3h,complete_3h_sum,1399,3,1,0,3,1,1395,0.0,1.0,0.0,-0.0011,0.33333,,,31.367,-31.367,continuous_historical,False,shadow_only,
holdout_2026_h1,GFS_GLOBAL,1,strict_hourly,20.0,20.0,value per source interval,sample,4224,3,1,0,3,1,4220,0.0,1.0,0.0,-0.0004,0.33333,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,GFS_GLOBAL,1,episode_pm1h,20.0,20.0,value per source interval,one_to_one_episode,4224,3,1,0,3,1,,0.0,1.0,0.0,,0.33333,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,GFS_GLOBAL,1,episode_pm2h,20.0,20.0,value per source interval,one_to_one_episode,4224,3,1,0,3,1,,0.0,1.0,0.0,,0.33333,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,GFS_GLOBAL,1,cadence_aware_episode,20.0,20.0,value per source interval,one_to_one_episode,4224,3,1,0,3,1,,0.0,1.0,0.0,,0.33333,,,,,continuous_historical,False,shadow_only,1
holdout_2026_h1,GFS_GLOBAL,1,complete_3h_same_numeric,20.0,20.0,value/3h,complete_3h_sum,1399,4,1,0,4,1,1394,0.0,1.0,0.0,-0.0011,0.25,,,29.825,-29.825,continuous_historical,False,shadow_only,
holdout_2026_h1,GFS_GLOBAL,1,complete_3h_rate_equivalent,20.0,60.0,value/3h,complete_3h_sum,1399,0,0,0,0,0,1399,,,,,,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,ICON_SEAMLESS,1,strict_hourly,0.1,0.1,value per source interval,sample,4224,348,1302,210,138,1092,2784,0.6034,0.8387,0.1458,0.1431,3.74138,0.0,0.0,,,continuous_historical,False,shadow_only,
holdout_2026_h1,ICON_SEAMLESS,1,episode_pm1h,0.1,0.1,value per source interval,one_to_one_episode,4224,173,255,43,130,212,,0.2486,0.8314,0.1117,,1.47399,0.698,-0.047,2.942,-1.449,continuous_historical,False,shadow_only,
holdout_2026_h1,ICON_SEAMLESS,1,episode_pm2h,0.1,0.1,value per source interval,one_to_one_episode,4224,173,255,61,112,194,,0.3526,0.7608,0.1662,,1.47399,1.082,-0.131,3.834,-2.418,continuous_historical,False,shadow_only,
holdout_2026_h1,ICON_SEAMLESS,1,cadence_aware_episode,0.1,0.1,value per source interval,one_to_one_episode,4224,173,255,43,130,212,,0.2486,0.8314,0.1117,,1.47399,0.698,-0.047,2.942,-1.449,continuous_historical,False,shadow_only,1
holdout_2026_h1,ICON_SEAMLESS,1,complete_3h_same_numeric,0.1,0.1,value/3h,complete_3h_sum,1399,222,580,155,67,425,752,0.6982,0.7328,0.2396,0.2038,2.61261,0.0,0.0,2.879,-0.993,continuous_historical,False,shadow_only,
holdout_2026_h1,ICON_SEAMLESS,1,complete_3h_rate_equivalent,0.1,0.30000000000000004,value/3h,complete_3h_sum,1399,128,426,81,47,345,926,0.6328,0.8099,0.1712,0.1766,3.32812,0.0,0.0,4.042,-2.584,continuous_historical,False,shadow_only,
holdout_2026_h1,ICON_SEAMLESS,1,strict_hourly,1.0,1.0,value per source interval,sample,4224,95,456,33,62,423,3706,0.3474,0.9276,0.0637,0.0857,4.8,0.0,0.0,,,continuous_historical,False,shadow_only,
holdout_2026_h1,ICON_SEAMLESS,1,episode_pm1h,1.0,1.0,value per source interval,one_to_one_episode,4224,67,156,18,49,138,,0.2687,0.8846,0.0878,,2.32836,0.5,-0.278,3.867,-3.111,continuous_historical,False,shadow_only,
holdout_2026_h1,ICON_SEAMLESS,1,episode_pm2h,1.0,1.0,value per source interval,one_to_one_episode,4224,67,156,30,37,126,,0.4478,0.8077,0.1554,,2.32836,1.133,0.2,4.18,-3.66,continuous_historical,False,shadow_only,
holdout_2026_h1,ICON_SEAMLESS,1,cadence_aware_episode,1.0,1.0,value per source interval,one_to_one_episode,4224,67,156,18,49,138,,0.2687,0.8846,0.0878,,2.32836,0.5,-0.278,3.867,-3.111,continuous_historical,False,shadow_only,1
holdout_2026_h1,ICON_SEAMLESS,1,complete_3h_same_numeric,1.0,1.0,value/3h,complete_3h_sum,1399,91,308,52,39,256,1052,0.5714,0.8312,0.1499,0.1781,3.38462,0.0,0.0,5.177,-3.909,continuous_historical,False,shadow_only,
holdout_2026_h1,ICON_SEAMLESS,1,complete_3h_rate_equivalent,1.0,3.0,value/3h,complete_3h_sum,1399,48,137,12,36,125,1226,0.25,0.9124,0.0694,0.0831,2.85417,0.0,0.0,8.09,-7.744,continuous_historical,False,shadow_only,
holdout_2026_h1,ICON_SEAMLESS,1,strict_hourly,1.5,1.5,value per source interval,sample,4224,79,246,16,63,230,3915,0.2025,0.935,0.0518,0.0722,3.11392,0.0,0.0,,,continuous_historical,False,shadow_only,
holdout_2026_h1,ICON_SEAMLESS,1,episode_pm1h,1.5,1.5,value per source interval,one_to_one_episode,4224,56,100,8,48,92,,0.1429,0.92,0.0541,,1.78571,0.5,-0.25,5.237,-4.362,continuous_historical,False,shadow_only,
holdout_2026_h1,ICON_SEAMLESS,1,episode_pm2h,1.5,1.5,value per source interval,one_to_one_episode,4224,56,100,16,40,84,,0.2857,0.84,0.1143,,1.78571,1.25,-0.125,3.5,-2.95,continuous_historical,False,shadow_only,
holdout_2026_h1,ICON_SEAMLESS,1,cadence_aware_episode,1.5,1.5,value per source interval,one_to_one_episode,4224,56,100,8,48,92,,0.1429,0.92,0.0541,,1.78571,0.5,-0.25,5.237,-4.362,continuous_historical,False,shadow_only,1
holdout_2026_h1,ICON_SEAMLESS,1,complete_3h_same_numeric,1.5,1.5,value/3h,complete_3h_sum,1399,77,259,40,37,219,1103,0.5195,0.8456,0.1351,0.1675,3.36364,0.0,0.0,5.825,-4.723,continuous_historical,False,shadow_only,
holdout_2026_h1,ICON_SEAMLESS,1,complete_3h_rate_equivalent,1.5,4.5,value/3h,complete_3h_sum,1399,32,69,7,25,62,1305,0.2188,0.8986,0.0745,0.1108,2.15625,0.0,0.0,10.637,-10.525,continuous_historical,False,shadow_only,
holdout_2026_h1,ICON_SEAMLESS,1,strict_hourly,5.0,5.0,value per source interval,sample,4224,30,2,0,30,2,4192,0.0,1.0,0.0,-0.0009,0.06667,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,ICON_SEAMLESS,1,episode_pm1h,5.0,5.0,value per source interval,one_to_one_episode,4224,26,1,0,26,1,,0.0,1.0,0.0,,0.03846,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,ICON_SEAMLESS,1,episode_pm2h,5.0,5.0,value per source interval,one_to_one_episode,4224,26,1,0,26,1,,0.0,1.0,0.0,,0.03846,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,ICON_SEAMLESS,1,cadence_aware_episode,5.0,5.0,value per source interval,one_to_one_episode,4224,26,1,0,26,1,,0.0,1.0,0.0,,0.03846,,,,,continuous_historical,False,shadow_only,1
holdout_2026_h1,ICON_SEAMLESS,1,complete_3h_same_numeric,5.0,5.0,value/3h,complete_3h_sum,1399,30,54,7,23,47,1322,0.2333,0.8704,0.0909,0.143,1.8,0.0,0.0,11.21,-11.09,continuous_historical,False,shadow_only,
holdout_2026_h1,ICON_SEAMLESS,1,complete_3h_rate_equivalent,5.0,15.0,value/3h,complete_3h_sum,1399,8,0,0,8,0,1391,0.0,,0.0,0.0,0.0,,,23.5,-23.5,continuous_historical,False,shadow_only,
holdout_2026_h1,ICON_SEAMLESS,1,strict_hourly,10.0,10.0,value per source interval,sample,4224,15,0,0,15,0,4209,0.0,,0.0,0.0,0.0,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,ICON_SEAMLESS,1,episode_pm1h,10.0,10.0,value per source interval,one_to_one_episode,4224,14,0,0,14,0,,0.0,,0.0,,0.0,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,ICON_SEAMLESS,1,episode_pm2h,10.0,10.0,value per source interval,one_to_one_episode,4224,14,0,0,14,0,,0.0,,0.0,,0.0,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,ICON_SEAMLESS,1,cadence_aware_episode,10.0,10.0,value per source interval,one_to_one_episode,4224,14,0,0,14,0,,0.0,,0.0,,0.0,,,,,continuous_historical,False,shadow_only,1
holdout_2026_h1,ICON_SEAMLESS,1,complete_3h_same_numeric,10.0,10.0,value/3h,complete_3h_sum,1399,17,1,0,17,1,1381,0.0,1.0,0.0,-0.0014,0.05882,,,16.453,-16.453,continuous_historical,False,shadow_only,
holdout_2026_h1,ICON_SEAMLESS,1,complete_3h_rate_equivalent,10.0,30.0,value/3h,complete_3h_sum,1399,3,0,0,3,0,1396,0.0,,0.0,0.0,0.0,,,34.6,-34.6,continuous_historical,False,shadow_only,
holdout_2026_h1,ICON_SEAMLESS,1,strict_hourly,20.0,20.0,value per source interval,sample,4224,3,0,0,3,0,4221,0.0,,0.0,0.0,0.0,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,ICON_SEAMLESS,1,episode_pm1h,20.0,20.0,value per source interval,one_to_one_episode,4224,3,0,0,3,0,,0.0,,0.0,,0.0,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,ICON_SEAMLESS,1,episode_pm2h,20.0,20.0,value per source interval,one_to_one_episode,4224,3,0,0,3,0,,0.0,,0.0,,0.0,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,ICON_SEAMLESS,1,cadence_aware_episode,20.0,20.0,value per source interval,one_to_one_episode,4224,3,0,0,3,0,,0.0,,0.0,,0.0,,,,,continuous_historical,False,shadow_only,1
holdout_2026_h1,ICON_SEAMLESS,1,complete_3h_same_numeric,20.0,20.0,value/3h,complete_3h_sum,1399,4,0,0,4,0,1395,0.0,,0.0,0.0,0.0,,,32.6,-32.6,continuous_historical,False,shadow_only,
holdout_2026_h1,ICON_SEAMLESS,1,complete_3h_rate_equivalent,20.0,60.0,value/3h,complete_3h_sum,1399,0,0,0,0,0,1399,,,,,,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,GEM_GLOBAL,3,strict_hourly,0.1,0.1,value per source interval,sample,4224,348,979,163,185,816,3060,0.4684,0.8335,0.14,0.1413,2.81322,0.0,0.0,,,continuous_historical,False,shadow_only,
holdout_2026_h1,GEM_GLOBAL,3,episode_pm1h,0.1,0.1,value per source interval,one_to_one_episode,4224,173,153,36,137,117,,0.2081,0.7647,0.1241,,0.88439,0.583,-0.139,2.228,-0.344,continuous_historical,False,shadow_only,
holdout_2026_h1,GEM_GLOBAL,3,episode_pm2h,0.1,0.1,value per source interval,one_to_one_episode,4224,173,153,46,127,107,,0.2659,0.6993,0.1643,,0.88439,0.891,-0.283,2.687,-0.235,continuous_historical,False,shadow_only,
holdout_2026_h1,GEM_GLOBAL,3,cadence_aware_episode,0.1,0.1,value per source interval,one_to_one_episode,4224,173,153,46,127,107,,0.2659,0.6993,0.1643,,0.88439,0.891,-0.283,2.687,-0.235,continuous_historical,False,shadow_only,2
holdout_2026_h1,GEM_GLOBAL,3,complete_3h_same_numeric,0.1,0.1,value/3h,complete_3h_sum,1399,222,351,101,121,250,927,0.455,0.7123,0.214,0.1963,1.58108,0.0,0.0,3.048,-0.945,continuous_historical,False,shadow_only,
holdout_2026_h1,GEM_GLOBAL,3,complete_3h_rate_equivalent,0.1,0.30000000000000004,value/3h,complete_3h_sum,1399,128,328,65,63,263,1008,0.5078,0.8018,0.1662,0.1767,2.5625,0.0,0.0,4.659,-2.134,continuous_historical,False,shadow_only,
holdout_2026_h1,GEM_GLOBAL,3,strict_hourly,1.0,1.0,value per source interval,sample,4224,95,246,30,65,216,3913,0.3158,0.878,0.0965,0.1483,2.58947,0.0,0.0,,,continuous_historical,False,shadow_only,
holdout_2026_h1,GEM_GLOBAL,3,episode_pm1h,1.0,1.0,value per source interval,one_to_one_episode,4224,67,64,12,55,52,,0.1791,0.8125,0.1008,,0.95522,0.5,-0.333,4.075,-1.192,continuous_historical,False,shadow_only,
holdout_2026_h1,GEM_GLOBAL,3,episode_pm2h,1.0,1.0,value per source interval,one_to_one_episode,4224,67,64,17,50,47,,0.2537,0.7344,0.1491,,0.95522,0.941,-0.353,5.024,-0.647,continuous_historical,False,shadow_only,
holdout_2026_h1,GEM_GLOBAL,3,cadence_aware_episode,1.0,1.0,value per source interval,one_to_one_episode,4224,67,64,17,50,47,,0.2537,0.7344,0.1491,,0.95522,0.941,-0.353,5.024,-0.647,continuous_historical,False,shadow_only,2
holdout_2026_h1,GEM_GLOBAL,3,complete_3h_same_numeric,1.0,1.0,value/3h,complete_3h_sum,1399,91,187,39,52,148,1160,0.4286,0.7914,0.1632,0.2116,2.05495,0.0,0.0,5.751,-3.482,continuous_historical,False,shadow_only,
holdout_2026_h1,GEM_GLOBAL,3,complete_3h_rate_equivalent,1.0,3.0,value/3h,complete_3h_sum,1399,48,79,15,33,64,1287,0.3125,0.8101,0.1339,0.2022,1.64583,0.0,0.0,8.638,-6.858,continuous_historical,False,shadow_only,
holdout_2026_h1,GEM_GLOBAL,3,strict_hourly,1.5,1.5,value per source interval,sample,4224,79,162,21,58,141,4004,0.2658,0.8704,0.0955,0.153,2.05063,0.0,0.0,,,continuous_historical,False,shadow_only,
holdout_2026_h1,GEM_GLOBAL,3,episode_pm1h,1.5,1.5,value per source interval,one_to_one_episode,4224,56,44,10,46,34,,0.1786,0.7727,0.1111,,0.78571,0.5,-0.3,4.3,-0.88,continuous_historical,False,shadow_only,
holdout_2026_h1,GEM_GLOBAL,3,episode_pm2h,1.5,1.5,value per source interval,one_to_one_episode,4224,56,44,15,41,29,,0.2679,0.6591,0.1765,,0.78571,1.0,-0.333,4.053,-1.613,continuous_historical,False,shadow_only,
holdout_2026_h1,GEM_GLOBAL,3,cadence_aware_episode,1.5,1.5,value per source interval,one_to_one_episode,4224,56,44,15,41,29,,0.2679,0.6591,0.1765,,0.78571,1.0,-0.333,4.053,-1.613,continuous_historical,False,shadow_only,2
holdout_2026_h1,GEM_GLOBAL,3,complete_3h_same_numeric,1.5,1.5,value/3h,complete_3h_sum,1399,77,154,33,44,121,1201,0.4286,0.7857,0.1667,0.2291,2.0,0.0,0.0,6.581,-4.001,continuous_historical,False,shadow_only,
holdout_2026_h1,GEM_GLOBAL,3,complete_3h_rate_equivalent,1.5,4.5,value/3h,complete_3h_sum,1399,32,53,8,24,45,1322,0.25,0.8491,0.1039,0.1644,1.65625,0.0,0.0,11.284,-10.184,continuous_historical,False,shadow_only,
holdout_2026_h1,GEM_GLOBAL,3,strict_hourly,5.0,5.0,value per source interval,sample,4224,30,40,0,30,40,4154,0.0,1.0,0.0,-0.0082,1.33333,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,GEM_GLOBAL,3,episode_pm1h,5.0,5.0,value per source interval,one_to_one_episode,4224,26,14,1,25,13,,0.0385,0.9286,0.0256,,0.53846,1.0,-1.0,7.0,-7.0,continuous_historical,False,shadow_only,
holdout_2026_h1,GEM_GLOBAL,3,episode_pm2h,5.0,5.0,value per source interval,one_to_one_episode,4224,26,14,1,25,13,,0.0385,0.9286,0.0256,,0.53846,1.0,-1.0,7.0,-7.0,continuous_historical,False,shadow_only,
holdout_2026_h1,GEM_GLOBAL,3,cadence_aware_episode,5.0,5.0,value per source interval,one_to_one_episode,4224,26,14,1,25,13,,0.0385,0.9286,0.0256,,0.53846,1.0,-1.0,7.0,-7.0,continuous_historical,False,shadow_only,2
holdout_2026_h1,GEM_GLOBAL,3,complete_3h_same_numeric,5.0,5.0,value/3h,complete_3h_sum,1399,30,48,7,23,41,1328,0.2333,0.8542,0.0986,0.1572,1.6,0.0,0.0,11.847,-10.673,continuous_historical,False,shadow_only,
holdout_2026_h1,GEM_GLOBAL,3,complete_3h_rate_equivalent,5.0,15.0,value/3h,complete_3h_sum,1399,8,11,0,8,11,1380,0.0,1.0,0.0,-0.0067,1.375,,,21.55,-21.55,continuous_historical,False,shadow_only,
holdout_2026_h1,GEM_GLOBAL,3,strict_hourly,10.0,10.0,value per source interval,sample,4224,15,9,0,15,9,4200,0.0,1.0,0.0,-0.0027,0.6,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,GEM_GLOBAL,3,episode_pm1h,10.0,10.0,value per source interval,one_to_one_episode,4224,14,3,0,14,3,,0.0,1.0,0.0,,0.21429,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,GEM_GLOBAL,3,episode_pm2h,10.0,10.0,value per source interval,one_to_one_episode,4224,14,3,0,14,3,,0.0,1.0,0.0,,0.21429,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,GEM_GLOBAL,3,cadence_aware_episode,10.0,10.0,value per source interval,one_to_one_episode,4224,14,3,0,14,3,,0.0,1.0,0.0,,0.21429,,,,,continuous_historical,False,shadow_only,2
holdout_2026_h1,GEM_GLOBAL,3,complete_3h_same_numeric,10.0,10.0,value/3h,complete_3h_sum,1399,17,20,2,15,18,1364,0.1176,0.9,0.0571,0.0962,1.17647,0.0,0.0,16.259,-16.259,continuous_historical,False,shadow_only,
holdout_2026_h1,GEM_GLOBAL,3,complete_3h_rate_equivalent,10.0,30.0,value/3h,complete_3h_sum,1399,3,3,0,3,3,1393,0.0,1.0,0.0,-0.0021,1.0,,,35.433,-35.433,continuous_historical,False,shadow_only,
holdout_2026_h1,GEM_GLOBAL,3,strict_hourly,20.0,20.0,value per source interval,sample,4224,3,3,0,3,3,4218,0.0,1.0,0.0,-0.0007,1.0,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,GEM_GLOBAL,3,episode_pm1h,20.0,20.0,value per source interval,one_to_one_episode,4224,3,1,0,3,1,,0.0,1.0,0.0,,0.33333,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,GEM_GLOBAL,3,episode_pm2h,20.0,20.0,value per source interval,one_to_one_episode,4224,3,1,0,3,1,,0.0,1.0,0.0,,0.33333,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,GEM_GLOBAL,3,cadence_aware_episode,20.0,20.0,value per source interval,one_to_one_episode,4224,3,1,0,3,1,,0.0,1.0,0.0,,0.33333,,,,,continuous_historical,False,shadow_only,2
holdout_2026_h1,GEM_GLOBAL,3,complete_3h_same_numeric,20.0,20.0,value/3h,complete_3h_sum,1399,4,7,0,4,7,1388,0.0,1.0,0.0,-0.0037,1.75,,,30.775,-30.775,continuous_historical,False,shadow_only,
holdout_2026_h1,GEM_GLOBAL,3,complete_3h_rate_equivalent,20.0,60.0,value/3h,complete_3h_sum,1399,0,1,0,0,1,1398,,1.0,0.0,0.0,,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,CMA_GRAPES_GLOBAL,3,strict_hourly,0.1,0.1,value per source interval,sample,4224,348,1198,150,198,1048,2828,0.431,0.8748,0.1074,0.0761,3.44253,0.0,0.0,,,continuous_historical,False,shadow_only,
holdout_2026_h1,CMA_GRAPES_GLOBAL,3,episode_pm1h,0.1,0.1,value per source interval,one_to_one_episode,4224,173,178,40,133,138,,0.2312,0.7753,0.1286,,1.0289,0.575,0.075,3.247,-1.103,continuous_historical,False,shadow_only,
holdout_2026_h1,CMA_GRAPES_GLOBAL,3,episode_pm2h,0.1,0.1,value per source interval,one_to_one_episode,4224,173,178,48,125,130,,0.2775,0.7303,0.1584,,1.0289,0.812,-0.188,2.879,-0.821,continuous_historical,False,shadow_only,
holdout_2026_h1,CMA_GRAPES_GLOBAL,3,cadence_aware_episode,0.1,0.1,value per source interval,one_to_one_episode,4224,173,178,48,125,130,,0.2775,0.7303,0.1584,,1.0289,0.812,-0.188,2.879,-0.821,continuous_historical,False,shadow_only,2
holdout_2026_h1,CMA_GRAPES_GLOBAL,3,complete_3h_same_numeric,0.1,0.1,value/3h,complete_3h_sum,1399,222,397,91,131,306,871,0.4099,0.7708,0.1723,0.1136,1.78829,0.0,0.0,3.131,-0.958,continuous_historical,False,shadow_only,
holdout_2026_h1,CMA_GRAPES_GLOBAL,3,complete_3h_rate_equivalent,0.1,0.30000000000000004,value/3h,complete_3h_sum,1399,128,397,63,65,334,937,0.4922,0.8413,0.1364,0.1179,3.10156,0.0,0.0,4.611,-2.337,continuous_historical,False,shadow_only,
holdout_2026_h1,CMA_GRAPES_GLOBAL,3,strict_hourly,1.0,1.0,value per source interval,sample,4224,95,570,32,63,538,3591,0.3368,0.9439,0.0506,0.06,6.0,0.0,0.0,,,continuous_historical,False,shadow_only,
holdout_2026_h1,CMA_GRAPES_GLOBAL,3,episode_pm1h,1.0,1.0,value per source interval,one_to_one_episode,4224,67,114,8,59,106,,0.1194,0.9298,0.0462,,1.70149,0.625,-0.125,5.975,-5.475,continuous_historical,False,shadow_only,
holdout_2026_h1,CMA_GRAPES_GLOBAL,3,episode_pm2h,1.0,1.0,value per source interval,one_to_one_episode,4224,67,114,11,56,103,,0.1642,0.9035,0.0647,,1.70149,1.0,-0.636,4.745,-4.382,continuous_historical,False,shadow_only,
holdout_2026_h1,CMA_GRAPES_GLOBAL,3,cadence_aware_episode,1.0,1.0,value per source interval,one_to_one_episode,4224,67,114,11,56,103,,0.1642,0.9035,0.0647,,1.70149,1.0,-0.636,4.745,-4.382,continuous_historical,False,shadow_only,2
holdout_2026_h1,CMA_GRAPES_GLOBAL,3,complete_3h_same_numeric,1.0,1.0,value/3h,complete_3h_sum,1399,91,304,42,49,262,1046,0.4615,0.8618,0.119,0.1251,3.34066,0.0,0.0,5.57,-3.913,continuous_historical,False,shadow_only,
holdout_2026_h1,CMA_GRAPES_GLOBAL,3,complete_3h_rate_equivalent,1.0,3.0,value/3h,complete_3h_sum,1399,48,188,14,34,174,1177,0.2917,0.9255,0.0631,0.0677,3.91667,0.0,0.0,8.344,-7.885,continuous_historical,False,shadow_only,
holdout_2026_h1,CMA_GRAPES_GLOBAL,3,strict_hourly,1.5,1.5,value per source interval,sample,4224,79,370,20,59,350,3795,0.2532,0.9459,0.0466,0.0601,4.68354,0.0,0.0,,,continuous_historical,False,shadow_only,
holdout_2026_h1,CMA_GRAPES_GLOBAL,3,episode_pm1h,1.5,1.5,value per source interval,one_to_one_episode,4224,56,82,8,48,74,,0.1429,0.9024,0.0615,,1.46429,0.625,-0.125,5.975,-5.475,continuous_historical,False,shadow_only,
holdout_2026_h1,CMA_GRAPES_GLOBAL,3,episode_pm2h,1.5,1.5,value per source interval,one_to_one_episode,4224,56,82,10,46,72,,0.1786,0.878,0.0781,,1.46429,0.9,-0.5,4.96,-4.56,continuous_historical,False,shadow_only,
holdout_2026_h1,CMA_GRAPES_GLOBAL,3,cadence_aware_episode,1.5,1.5,value per source interval,one_to_one_episode,4224,56,82,10,46,72,,0.1786,0.878,0.0781,,1.46429,0.9,-0.5,4.96,-4.56,continuous_historical,False,shadow_only,2
holdout_2026_h1,CMA_GRAPES_GLOBAL,3,complete_3h_same_numeric,1.5,1.5,value/3h,complete_3h_sum,1399,77,276,32,45,244,1078,0.4156,0.8841,0.0997,0.1042,3.58442,0.0,0.0,6.149,-4.783,continuous_historical,False,shadow_only,
holdout_2026_h1,CMA_GRAPES_GLOBAL,3,complete_3h_rate_equivalent,1.5,4.5,value/3h,complete_3h_sum,1399,32,122,8,24,114,1253,0.25,0.9344,0.0548,0.0702,3.8125,0.0,0.0,11.122,-11.066,continuous_historical,False,shadow_only,
holdout_2026_h1,CMA_GRAPES_GLOBAL,3,strict_hourly,5.0,5.0,value per source interval,sample,4224,30,12,0,30,12,4182,0.0,1.0,0.0,-0.0041,0.4,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,CMA_GRAPES_GLOBAL,3,episode_pm1h,5.0,5.0,value per source interval,one_to_one_episode,4224,26,3,0,26,3,,0.0,1.0,0.0,,0.11538,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,CMA_GRAPES_GLOBAL,3,episode_pm2h,5.0,5.0,value per source interval,one_to_one_episode,4224,26,3,0,26,3,,0.0,1.0,0.0,,0.11538,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,CMA_GRAPES_GLOBAL,3,cadence_aware_episode,5.0,5.0,value per source interval,one_to_one_episode,4224,26,3,0,26,3,,0.0,1.0,0.0,,0.11538,,,,,continuous_historical,False,shadow_only,2
holdout_2026_h1,CMA_GRAPES_GLOBAL,3,complete_3h_same_numeric,5.0,5.0,value/3h,complete_3h_sum,1399,30,98,5,25,93,1276,0.1667,0.949,0.0407,0.0468,3.26667,0.0,0.0,11.693,-11.673,continuous_historical,False,shadow_only,
holdout_2026_h1,CMA_GRAPES_GLOBAL,3,complete_3h_rate_equivalent,5.0,15.0,value/3h,complete_3h_sum,1399,8,4,0,8,4,1387,0.0,1.0,0.0,-0.0038,0.5,,,25.0,-25.0,continuous_historical,False,shadow_only,
holdout_2026_h1,CMA_GRAPES_GLOBAL,3,strict_hourly,10.0,10.0,value per source interval,sample,4224,15,0,0,15,0,4209,0.0,,0.0,0.0,0.0,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,CMA_GRAPES_GLOBAL,3,episode_pm1h,10.0,10.0,value per source interval,one_to_one_episode,4224,14,0,0,14,0,,0.0,,0.0,,0.0,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,CMA_GRAPES_GLOBAL,3,episode_pm2h,10.0,10.0,value per source interval,one_to_one_episode,4224,14,0,0,14,0,,0.0,,0.0,,0.0,,,,,continuous_historical,False,shadow_only,
