Hourly Report for WAWP
STN YYYYMMDD GG QFE36   QFF36   TEMP36   DEWP36   RH36   WD36   WS36   WD36   WS36   RA36   
xxx                                                       10     10     60     60           
                hPa     hPa     degC     degC     %      deg    kt     deg    kt     mm     
000 20260618 18 10100   10115    229      221      96    146      2    159      2        0  
000 20260618 19 10094   10109    229      221      95    096      2    098      1        0  
000 20260618 20 10095   10110    228      217      93    053      2    100      2        0  
000 20260618 21 10098   10114    223      212      94    134      2    129      2        0  
000 20260618 22 10099   10115    216      210      97    360      0    360      1        0  
000 20260618 23 10104   10120    226      212      92    360      1    360      1        0  
000 20260619 00 10109   10124    268      221      76    028      2    101      2        0  
000 20260619 01 10113   10128    287      215      65    265      4    295      3        0  
000 20260619 02 10113   10128    290      216      65    276      6    271      5        0  
000 20260619 03 10105   10120    296      223      65    279      6    281      5        0  
000 20260619 04 10100   10115    294      226      67    281      7    284      6        0  
000 20260619 05 10093   10108    295      235      70    257      7    263      7        0  
000 20260619 06 10087   10102    297      237      70    265      7    261      7        0  
000 20260619 07 10084   10099    301      235      68    242      5    255      6        0  
000 20260619 08 10084   10099    301      232      67    246      5    251      5        0  
000 20260619 09 10086   10101    293      232      70    239      4    250      4        0  
000 20260619 10 10091   10106    283      233      74    119      4    196      3        0  
000 20260619 11 10097   10113    260      222      80    089      4    114      4        0  
000 20260619 12 10103   10118    252      225      85    099      3    089      3        0  
000 20260619 13 10109   10124    249      227      88    091      3    085      4        0  
000 20260619 14 10111   10126    247      228      89    086      3    091      3        0  
000 20260619 15 10111   10127    239      227      93    360      1    098      1        0  
000 20260619 16 10112   10128    235      225      94    148      2    127      2        0  
000 20260619 17 10108   10123    233      222      94    120      4    128      3        0  
000 20260619 18 10107   10122    233      220      92    104      3    111      3        0  
000 20260619 19 10104   10120    227      216      94    098      2    084      2        0  
000 20260619 20 10104   10120    220      213      96    121      1    121      1        0  
000 20260619 21 10108   10124    215      210      97    360      0    360      0        0  
000 20260619 22 10112   10128    213      208      97    360      0    360      1        0  
000 20260619 23 10118   10133    223      210      92    148      3    136      2        0  
000 20260620 00 10123   10138    269      220      75    077      3    116      2        0  
000 20260620 01 10121   10136    290      219      66    010      2    028      2        0  
000 20260620 02 10118   10133    300      220      62    252      4    341      3        0  
000 20260620 03 10111   10126    306      217      59    117      5    109      5        0  
000 20260620 04 10100   10115    315      209      54    131      6    122      6        0  
000 20260620 05 10092   10106    321      210      52    130      4    121      5        0  
000 20260620 06 10082   10097    310      230      62    281      5    290      4        0  
000 20260620 07 10077   10092    316      233      62    278      5    285      5        0  
000 20260620 08 10079   10094    311      229      62    223      3    252      4        0  
000 20260620 09 10085   10099    308      226      62    130      4    156      4        0  
000 20260620 10 10093   10108    287      229      71    070      3    098      4        0  
000 20260620 11 10102   10118    270      236      82    137      3    107      3        0  
000 20260620 12 10110   10125    262      223      79    031      3    108      2        0  
000 20260620 13 10116   10131    255      225      83    038      4    044      2        0  
000 20260620 14 10119   10134    250      227      87    150      3    101      2        0  
000 20260620 15 10118   10134    240      228      93    142      2    161      1        0  
000 20260620 16 10116   10131    232      224      95    360      1    120      1        0  
000 20260620 17 10114   10130    227      220      96    360      1    360      1        0  
000 20260620 18 10107   10122    222      216      97    136      1    360      1        0  
000 20260620 19 10106   10122    218      212      96    176      1    157      1        0  
000 20260620 20 10105   10120    215      210      97    141      2    111      1        0  
000 20260620 21 10106   10121    214      207      96    123      1    141      1        0  
000 20260620 22 10110   10126    211      206      97    360      0    360      1        0  
000 20260620 23 10114   10129    221      208      93    147      1    360      1        0  
000 20260621 00 10118   10133    268      221      76    069      2    360      1        0  
000 20260621 01 10121   10136    288      220      67    041      3    047      2        0  
000 20260621 02 10116   10131    300      216      61    077      3    044      3        0  
000 20260621 03 10110   10125    297      221      64    256      5    240      4        0  
000 20260621 04 10102   10117    298      224      65    270      5    267      5        0  
000 20260621 05 10092   10107    298      224      65    267      4    269      5        0  
000 20260621 06 10084   10099    305      226      63    271      5    258      5        0  
000 20260621 07 10079   10094    310      229      62    263      6    267      6        0  
000 20260621 08 10081   10096    303      230      65    241      6    249      5        0  
000 20260621 09 10084   10099    293      232      70    225      6    231      6        0  
000 20260621 10 10089   10104    281      236      77    254      3    236      4        0  
000 20260621 11 10096   10111    279      243      81    065      4    299      3        0  
000 20260621 12 10103   10119    265      238      85    083      4    101      4        4  
000 20260621 13 10108   10123    258      231      85    015      2    058      3        0  
000 20260621 14 10110   10125    252      234      90    074      2    034      2        0  
000 20260621 15 10109   10124    248      234      92    360      1    168      1        0  
000 20260621 16 10105   10120    235      229      96    152      2    151      1        0  
000 20260621 17 10099   10114    230      223      96    360      1    127      2        0  
000 20260621 18 10099   10115    223      218      97    146      2    138      1        0  
000 20260621 19 10097   10113    224      213      93    067      3    110      3        0  
000 20260621 20 10098   10114    225      212      92    118      3    116      3        0  
000 20260621 21 10103   10118    225      213      93    138      3    125      3        0  
000 20260621 22 10109   10124    225      216      95    142      3    154      2        1  
000 20260621 23 10116   10131    233      221      93    138      3    146      2        0  
000 20260622 00 10117   10132    260      227      82    176      4    140      3        0  
000 20260622 01 10117   10132    278      228      75    096      5    142      3        0  
000 20260622 02 10114   10129    285      223      69    100      7    117      6        0  
000 20260622 03 10110   10125    290      222      67    087      6    103      7        0  
000 20260622 04 10103   10118    285      222      69    126      9    105      6        0  
000 20260622 05 10096   10111    278      222      71    118      6    122      6        0  
000 20260622 06 10085   10100    273      224      75    126      5    115      3        0  
000 20260622 07 10080   10095    284      226      71    353      2    004      3        0  
000 20260622 08 10080   10095    286      228      71    023      3    041      3        0  
000 20260622 09 10083   10098    279      231      75    156      4    142      3        0  
000 20260622 10 10095   10110    266      227      79    128      7    136      6        0  
000 20260622 11 10097   10112    254      215      79    067      5    091      6        0  
000 20260622 12 10103   10118    247      217      83    349      2    048      3        0  
000 20260622 13 10108   10123    243      219      87    047      4    028      3        0  
000 20260622 14 10109   10124    241      216      86    360      1    057      2        0  
000 20260622 15 10107   10122    239      217      88    138      3    107      2        0  
000 20260622 16 10105   10121    238      219      89    155      3    154      3        0  
000 20260622 17 10100   10115    237      221      91    175      2    156      2        0  
000 20260622 18 10096   10111    234      224      94    174      2    172      1        0  
000 20260622 19 10093   10108    233      222      94    148      2    163      3        0  
000 20260622 20 10095   10110    231      222      95    142      1    159      2        0  
000 20260622 21 10100   10116    232      223      95    360      1    360      1        0  
000 20260622 22 10104   10119    232      224      95    360      0    131      2        0  
000 20260622 23 10107   10122    234      223      94    360      1    360      1        0  
000 20260623 00 10114   10129    271      224      76    030      2    101      2        0  
000 20260623 01 10115   10130    289      220      66    079      3    051      3        0  
000 20260623 02 10115   10130    296      221      64    030      4    059      3        0  
000 20260623 03 10106   10121    296      221      64    280      4    325      4        0  
000 20260623 04 10097   10112    297      231      68    274      8    272      6        0  
000 20260623 05 10087   10102    298      230      67    277      6    281      6        0  
000 20260623 06 10079   10094    303      227      64    242      6    267      6        0  
000 20260623 07 10078   10092    301      234      68    258      6    247      6        0  
000 20260623 08 10076   10091    292      233      71    257      5    254      6        0  
000 20260623 09 10081   10096    284      235      75    224      5    245      5        0  
000 20260623 10 10087   10102    274      237      80    052      2    033      2        0  
000 20260623 11 10095   10110    258      240      90    096      2    081      2        0  
000 20260623 12 10105   10120    248      238      94    072      1    085      2        0  
000 20260623 13 10109   10124    244      236      95    360      1    076      2        0  
000 20260623 14 10110   10125    240      232      95    096      2    087      3        0  
000 20260623 15 10110   10125    236      226      94    100      2    096      2        0  
000 20260623 16 10107   10123   ////      221      94    069      2    ///    ///        0  
000 20260623 17 10105   10121    226      218      95    122      1    085      2        0  
000 20260623 18 10102   10117    223      216      96    115      1    124      1        0  
000 20260623 19 10100   10116    222      216      96    360      0    149      2        0  
000 20260623 20 10103   10118    226      217      95    122      2    129      2        0  
000 20260623 21 10104   10119    233      221      93    137      2    131      2        0  
000 20260623 22 10110   10126    231      222      94    127      3    120      2        0  
000 20260623 23 10113   10128    235      222      93    135      2    120      3        0  
000 20260624 00 10117   10132    254      229      86    141      4    146      3        0  
000 20260624 01 10117   10132    261      227      82    064      4    124      4        0  
000 20260624 02 10114   10129    273      222      73    080      3    064      4        0  
000 20260624 03 10103   10118    294      227      67    323      4    007      3        0  
000 20260624 04 10095   10110    305      221      61    068      4    046      4        0  
000 20260624 05 10087   10102    298      229      67    259      7    268      5        0  
000 20260624 06 10080   10095    289      231      71    256      5    265      5        0  
000 20260624 07 10077   10092    297      234      69    220      5    239      6        0  
000 20260624 08 10078   10093    271      242      84    219      4    213      5        1  
000 20260624 09 10084   10099    253      233      89    135      6    149      5        4  
000 20260624 10 10091   10106    243      223      89    111      4    129      4        0  
000 20260624 11 10096   10111    244      226      90    100      3    116      3        0  
000 20260624 12 10101   10116    242      230      93    152      3    127      2        0  
000 20260624 13 10106   10122    241      229      93    134      2    147      2        0  
000 20260624 14 10110   10125    240      231      95    122      2    146      2        0  
000 20260624 15 10110   10125    240      230      94    134      3    142      3        0  
000 20260624 16 10109   10124    234      227      96    178      2    141      2        0  
000 20260624 17 10102   10117    230      225      97    360      0    360      1        0  
000 20260624 18 10099   10114    225      221      98    163      2    131      2        0  
000 20260624 19 10097   10113    223      217      97    147      4    139      2        0  
000 20260624 20 10098   10113    217      213      97    134      1    133      2        0  
000 20260624 21 10100   10116    216      212      97    112      5    119      3        0  
000 20260624 22 10107   10122    219      211      95    360      1    116      3        0  
000 20260624 23 10113   10128    228      212      91    108      3    123      3        0  
000 20260625 00 10119   10134    269      225      77    126      2    092      2        0  
000 20260625 01 10114   10129    288      224      69    065      6    079      4        0  
000 20260625 02 10112   10127    304      223      62    085      5    070      6        0  
000 20260625 03 10105   10120    317      220      57    081      6    080      6        0  
000 20260625 04 10098   10113    308      224      61    245      4    144      4        0  
000 20260625 05 10091   10106    298      237      70    264      6    256      6        0  
000 20260625 06 10083   10098    304      239      68    284      6    275      6        0  
000 20260625 07 10078   10093    307      235      66    249      7    268      6        0  
000 20260625 08 10080   10095    290      242      75    237      4    245      4        0  
000 20260625 09 10084   10099    296      240      72    198      2    224      3        0  
000 20260625 10 10090   10105    278      231      76    010      3    052      4        0  
000 20260625 11 10095   10110    260      232      85    097      3    090      2        0  
000 20260625 12 10103   10118    253      228      86    099      2    092      2        0  
000 20260625 13 10107   10122    244      227      91    127      3    116      2        0  
000 20260625 14 10109   10124    239      226      92    133      2    115      2        0  
000 20260625 15 10111   10126    237      224      93    104      2    114      2        0  
000 20260625 16 10109   10124    229      222      96    150      2    360      1        0  
000 20260625 17 10103   10119    223      218      97    150      2    157      1        0  
000 20260625 18 10104   10120    221      216      97    138      1    140      2        0  
000 20260625 19 10104   10119    220      215      97    105      2    121      1        0  
000 20260625 20 10105   10120    219      213      96    145      2    126      1        0  
000 20260625 21 10108   10124    221      213      96    360      1    123      3        0  
000 20260625 22 10111   10126    215      211      97    128      3    144      2        0  
000 20260625 23 10114   10129    231      215      91    122      4    115      4        0  
000 20260626 00 10117   10132    269      226      78    040      2    093      2        0  
000 20260626 01 10118   10133    293      225      67    207      2    091      2        0  
000 20260626 02 10114   10129    299      229      66    272      5    196      3        0  
000 20260626 03 10110   10125    306      229      64    133      5    179      4        0  
000 20260626 04 10098   10113    315      225      59    079      6    094      5        0  
000 20260626 05 10090   10105    310      231      63    234      8    168      5        0  
000 20260626 06 10083   10098    295      246      75    258      6    249      7        0  
000 20260626 07 10076   10091    300      243      72    241      6    251      7        0  
000 20260626 08 10075   10090    303      245      71    224      6    229      7        0  
000 20260626 09 10078   10093    303      240      69    147      4    197      5        0  
000 20260626 10 10085   10100    286      225      70    112      4    135      3        0  
000 20260626 11 10094   10110    269      237      83    044      2    060      4        0  
000 20260626 12 10101   10116    254      240      92    151      2    115      2        0  
000 20260626 13 10105   10121    248      231      91    154      2    159      3        0  
000 20260626 14 10105   10121    237      228      94    360      1    138      2        0  
000 20260626 15 10104   10119    232      225      96    156      3    160      2        0  
000 20260626 16 10101   10116    233      222      93    121      3    134      2        0  
000 20260626 17 10095   10111    232      219      93    091      3    131      3        0  
000 20260626 18 10092   10107    230      219      93    122      5    112      3        0  
000 20260626 19 10089   10104    234      217      90    144      5    138      5        0  
000 20260626 20 10087   10102    239      216      87    101      4    117      5        0  
000 20260626 21 10090   10105    232      214      89    106      2    114      4        0  
000 20260626 22 10095   10110    231      213      90    113      3    112      3        0  
000 20260626 23 10100   10116    239      213      86    110      3    112      3        0  
000 20260627 00 10104   10119    261      220      78    078      2    083      2        0  
000 20260627 01 10105   10120    280      225      72    046      4    076      3        0  
000 20260627 02 10103   10118    295      222      65    079      2    068      3        0  
000 20260627 03 10095   10110    311      218      58    127      3    118      5        0  
000 20260627 04 10086   10101    317      225      58    291      5    068      4        0  
000 20260627 05 10081   10096    301      237      69    259      6    273      6        0  
000 20260627 06 10072   10087    309      240      67    264      7    267      6        0  
000 20260627 07 10066   10081    304      245      71    246      8    248      8        0  
000 20260627 08 10066   10081    306      245      70    234      6    240      7        0  
000 20260627 09 10072   10087    296      247      75    294      2    288      3       23  
000 20260627 10 10081   10096    270      245      86    047      5    065      6        1  
000 20260627 11 10087   10102    244      233      93    068      2    051      5        0  
000 20260627 12 10090   10105    241      234      96    094      2    086      2        0  
000 20260627 13 10095   10110    243      236      96    160      1    165      2        0  
000 20260627 14 10095   10110    242      233      95    068      3    104      2        0  
000 20260627 15 10093   10109    236      230      96    360      0    097      2        0  
000 20260627 16 10094   10109    230      227      98    152      1    157      1        0  
000 20260627 17 10088   10103    230      223      96    148      2    156      2        0  
000 20260627 18 10085   10101    229      221      95    360      1    136      3        0  
000 20260627 19 10085   10100    224      220      97    096      2    125      2        0  
000 20260627 20 10082   10097    226      219      96    121      5    108      3        0  
000 20260627 21 10081   10096    230      219      93    135      1    124      3        0  
000 20260627 22 10085   10100    225      218      96    011      3    043      2        0  
000 20260627 23 10090   10105    234      222      93    360      0    360      1        0  
000 20260628 00 10097   10112    258      229      84    166      2    169      1        0  
000 20260628 01 10099   10114    270      233      81    106      3    122      3        0  
000 20260628 02 10095   10110    284      232      73    116      6    104      5        0  
000 20260628 03 10090   10104    300      231      66    106      8    110      7        0  
000 20260628 04 10082   10097    307      226      62    128      7    114      7        0  
000 20260628 05 10075   10090    308      228      63    109      7    123      8        0  
000 20260628 06 10067   10081    310      225      61    133      5    139      7        0  
000 20260628 07 10064   10079    316      225      59    157      6    150      7        0  
000 20260628 08 10066   10080    306      223      62    125      7    149      5        0  
000 20260628 09 10071   10086    300      224      64    150      3    150      4        0  
000 20260628 10 10076   10091    282      224      71    141      3    145      3        0  
000 20260628 11 10080   10095    268      224      77    095      3    102      3        0  
000 20260628 12 10088   10103    263      227      81    214      2    171      2        0  
000 20260628 13 10091   10106    252      231      88    164      1    174      2        0  
000 20260628 14 10095   10110    240      230      94    360      0    360      1        0  
000 20260628 15 10094   10109    235      225      94    151      2    148      3        0  
000 20260628 16 10095   10111    233      224      95    360      1    171      2        0  
000 20260628 17 10090   10105    236      227      95    360      0    360      0        0  
000 20260628 18 10085   10100    228      221      96    124      3    159      2        0  
000 20260628 19 10086   10101    224      218      96    360      1    360      1        0  
000 20260628 20 10083   10099    218      213      97    179      2    150      2        0  
000 20260628 21 10086   10101    216      211      97    160      2    360      1        0  
000 20260628 22 10090   10105    217      209      95    149      2    148      3        0  
000 20260628 23 10093   10108    226      213      93    360      1    190      1        0  
000 20260629 00 10099   10114    268      221      76    360      1    360      1        0  
000 20260629 01 10102   10117    289      221      67    097      5    069      3        0  
000 20260629 02 10101   10116    299      216      61    110      5    108      6        0  
000 20260629 03 10097   10112    296      220      64    293      3    141      3        0  
000 20260629 04 10089   10104    296      229      67    285      6    286      5        0  
000 20260629 05 10083   10098    299      233      68    232      8    269      6        0  
000 20260629 06 10073   10088    296      239      72    232      8    233      8        0  
000 20260629 07 10066   10081    300      239      70    225      8    225      8        0  
000 20260629 08 10064   10079    301      233      67    230      7    223      8        0  
000 20260629 09 10066   10081    299      235      69    211      5    222      6        0  
000 20260629 10 10072   10087    290      234      72    132      3    175      3        0  
000 20260629 11 10077   10092    278      221      71    108      3    126      3        0  
000 20260629 12 10086   10101    262      226      80    111      2    136      1        0  
000 20260629 13 10089   10104    260      225      81    115      3    102      3        0  
000 20260629 14 10090   10105    251      223      84    080      4    085      3        0  
000 20260629 15 10090   10105    247      221      86    166      2    104      2        0  
000 20260629 16 10090   10106    243      218      86    360      1    098      2        0  
000 20260629 17 10085   10101    235      216      89    144      2    167      2        0  
000 20260629 18 10078   10093    249      211      79    139      3    130      3        0  
000 20260629 19 10078   10093    253      210      77    126      3    116      3        0  
000 20260629 20 10079   10094    251      209      78    102      3    104      2        0  
000 20260629 21 10081   10097    247      207      78    119      2    123      2        0  
000 20260629 22 10085   10100    247      206      78    116      3    099      3        0  
000 20260629 23 10091   10106    249      210      79    091      1    038      1        0  
000 20260630 00 10095   10110    270      212      71    113      4    097      3        0  
000 20260630 01 10097   10112    284      211      65    100      5    108      6        0  
000 20260630 02 10096   10111    297      212      60    118      7    113      6        0  
000 20260630 03 10091   10106    299      213      60    110      6    121      6        0  
000 20260630 04 10083   10098    304      214      59    132      4    120      5        0  
000 20260630 05 10078   10093    307      224      62    164      5    159      5        0  
000 20260630 06 10073   10088    307      223      61    168      4    164      5        0  
000 20260630 07 10069   10084    306      223      62    147      3    152      3        0  
000 20260630 08 10071   10086    294      245      75    298      6    299      7        0  
000 20260630 09 10073   10088    288      244      77    312      6    308      6        0  
000 20260630 10 10078   10093    277      241      80    319      4    314      4        0  
