Hourly Report for WAWP
STN YYYYMMDD GG QFE36   QFF36   TEMP36   DEWP36   RH36   WD36   WS36   WD36   WS36   RA36   
xxx                                                       10     10     60     60           
                hPa     hPa     degC     degC     %      deg    kt     deg    kt     mm     
000 20260319 03 10085   10100    290      255      82    347      4    044      3        0  
000 20260319 04 10075   10090    301      253      76    323      4    331      4        0  
000 20260319 05 10062   10077    297      255      78    302      3    310      3        0  
000 20260319 06 10053   10068    304      252      74    266      6    273      6        1  
000 20260319 07 10050   10065    299      253      76    281      3    277      5        0  
000 20260319 08 10048   10062    294      254      79    217      2    262      3        0  
000 20260319 09 10052   10067    292      253      80    299      2    272      1        0  
000 20260319 10 10064   10079    284      257      85    047      2    356      1        0  
000 20260319 11 10070   10085    273      261      93    110      3    093      2        0  
000 20260319 12 10076   10091    265      259      96    093      3    100      3        0  
000 20260319 13 10082   10097    262      258      98    118      3    124      2        0  
000 20260319 14 10086   10101    260      255      97    175      2    145      3        0  
000 20260319 15 10085   10100    257      252      97    360      1    091      1        0  
000 20260319 16 10078   10093    254      250      98    127      3    140      2        0  
000 20260319 17 10074   10089    248      246      99    360      1    125      2        0  
000 20260319 18 10072   10088    246      245     100    049      1    360      1        0  
000 20260319 19 10067   10082    244      243      99    119      1    106      1        0  
000 20260319 20 10066   10081    245      245     100    159      1    113      2        0  
000 20260319 21 10069   10084    246      245      99    131      1    102      2        0  
000 20260319 22 10074   10089    245      244     100    133      2    121      1        0  
000 20260319 23 10080   10095    248      247      99    150      2    119      3        0  
000 20260320 00 10090   10105    266      256      95    188      2    154      1        0  
000 20260320 01 10094   10109    284      259      87    135      3    153      3        0  
000 20260320 02 10093   10108    291      253      80    266      3    210      2        0  
000 20260320 03 10092   10108    275      254      88    299      6    299      5        1  
000 20260320 04 10083   10098    262      248      92    315      2    311      3        3  
000 20260320 05 10071   10086    280      250      84    286      4    310      3        0  
000 20260320 06 10067   10082    272      247      86    253     13    262      6        0  
000 20260320 07 10067   10082    254      233      88    325      2    287      6        2  
000 20260320 08 10064   10079    245      236      95    076      3    076      4        0  
000 20260320 09 10066   10081    240      237      98    092      2    111      2        1  
000 20260320 10 10074   10090    240      239     100    055      1    094      1        0  
000 20260320 11 10081   10096    238      238     100    060      4    051      3        0  
000 20260320 12 10087   10102    237      237     100    071      4    068      4        0  
000 20260320 13 10088   10103    240      238      99    055      4    059      4        0  
000 20260320 14 10094   10109    242      236      96    056      2    058      4        0  
000 20260320 15 10095   10111    241      235      97    077      4    096      3        0  
000 20260320 16 10093   10109    240      233      96    133      1    101      2        0  
000 20260320 17 10088   10103    236      235      99    360      1    131      1        0  
000 20260320 18 10082   10098    239      238     100    046      3    081      2       13  
000 20260320 19 10080   10095    238      237     100    068      2    072      3        0  
000 20260320 20 10079   10094    238      237      99    039      4    040      4        0  
000 20260320 21 10077   10092    241      240      99    042      6    048      4       18  
000 20260320 22 10080   10096    242      242     100    062      4    040      4        0  
000 20260320 23 10087   10102    244      243      99    056      3    061      3        0  
000 20260321 00 10090   10106    264      248      91    057      3    058      3        0  
000 20260321 01 10088   10103    292      244      76    317      2    016      3        1  
000 20260321 02 10087   10102    301      239      69    302      4    320      3        0  
000 20260321 03 10084   10099    301      244      72    333      3    327      3        0  
000 20260321 04 10080   10095    301      247      73    247      4    280      4        0  
000 20260321 05 10070   10085    304      248      72    294      4    293      3        0  
000 20260321 06 10063   10078    307      248      71    288      4    273      4        0  
000 20260321 07 10057   10072    305      246      71    229      3    254      4        0  
000 20260321 08 10055   10070    308      246      70    245      3    280      3        0  
000 20260321 09 10057   10072    299      245      73    283      2    271      2        0  
000 20260321 10 10066   10081    286      249      81    104      2    184      2        0  
000 20260321 11 10072   10087    273      258      91    360      1    360      1        0  
000 20260321 12 10079   10094    269      258      94    114      2    129      1        0  
000 20260321 13 10085   10100    266      255      93    360      1    116      3        0  
000 20260321 14 10085   10100    261      251      94    119      3    118      3        0  
000 20260321 15 10085   10101    256      247      94    104      3    112      3        0  
000 20260321 16 10080   10095    254      247      96    044      2    069      2        0  
000 20260321 17 10077   10092    253      247      97    015      4    061      2       16  
000 20260321 18 10070   10085    250      247      98    111      1    056      2        2  
000 20260321 19 10068   10083    246      245     100    128      1    095      1        0  
000 20260321 20 10067   10082    243      243     100    360      1    121      2        0  
000 20260321 21 10066   10081    241      240     100    360      1    132      1        1  
000 20260321 22 10068   10083    244      243     100    106      3    115      3        3  
000 20260321 23 10075   10090    249      247      99    101      3    094      4        0  
000 20260322 00 10084   10099    274      253      89    079      3    072      3        0  
000 20260322 01 10085   10100    289      256      83    009      2    030      3        0  
000 20260322 02 10084   10099    297      253      78    334      2    337      3        0  
000 20260322 03 10076   10091    302      253      75    320      4    332      4        0  
000 20260322 04 10070   10085    308      251      72    289      4    304      4        0  
000 20260322 05 10067   10082    304      255      75    280      6    289      5        0  
000 20260322 06 10068   10083    266      243      87    252      7    261     10        3  
000 20260322 07 10058   10073    268      241      85    174      5    243      4        1  
000 20260322 08 10058   10073    263      246      90    147      3    144      3        0  
000 20260322 09 10058   10073    258      248      95    111      4    138      3        0  
000 20260322 10 10069   10085    258      252      97    156      1    093      2        0  
000 20260322 11 10075   10090    256      250      97    094      1    098      1        0  
000 20260322 12 10078   10093    263      245      90    334      3    339      2        0  
000 20260322 13 10081   10097    265      245      89    157      2    061      3        0  
000 20260322 14 10086   10101    260      247      93    260      4    175      2        0  
000 20260322 15 10083   10098    259      247      93    126      1    153      2        0  
000 20260322 16 10079   10094    250      245      97    360      1    117      1        0  
000 20260322 17 10070   10085    248      247      99    360      1    084      1        0  
000 20260322 18 10065   10080    249      248      99    003      1    030      2        0  
000 20260322 19 10064   10079    254      248      96    287      7    024      2        0  
000 20260322 20 10068   10083    276      246      84    302      9    298      8        0  
000 20260322 21 10063   10079    249      241      95    068      5    035      8        0  
000 20260322 22 10063   10078    241      239      99    043      2    032      5        0  
000 20260322 23 10068   10083    241      238      98    360      1    058      2        0  
000 20260323 00 10078   10093    260      244      91    329      3    038      2        0  
000 20260323 01 10079   10094    288      246      79    284      9    290      8        0  
000 20260323 02 10076   10091    296      253      78    297      7    290      7        0  
000 20260323 03 10072   10087    300      250      75    317      4    302      6        0  
000 20260323 04 10063   10078    302      251      74    306      3    311      4        0  
000 20260323 05 10054   10069    307      248      71    324      3    296      4        0  
000 20260323 06 10045   10060    309      246      69    304      3    306      4        0  
000 20260323 07 10046   10061    307      240      68    320      3    304      3        0  
000 20260323 08 10045   10060    300      239      70    270      3    285      3        0  
000 20260323 09 10050   10065    293      240      73    175      2    216      2        0  
000 20260323 10 10055   10070    283      247      81    081      2    089      2        0  
000 20260323 11 10059   10074    270      250      89    046      1    050      2        0  
000 20260323 12 10065   10080    259      250      95    133      2    149      2        0  
000 20260323 13 10070   10085    254      248      96    143      1    136      1        0  
000 20260323 14 10072   10087    253      246      96    143      1    145      1        0  
000 20260323 15 10072   10087    251      243      96    360      1    084      2        0  
000 20260323 16 10063   10078    247      241      96    360      1    128      1        0  
000 20260323 17 10053   10068    244      239      97    086      1    360      1        0  
000 20260323 18 10051   10066    275      239      81    314      6    321      5        0  
000 20260323 19 10046   10061    279      240      80    039      3    343      5        0  
000 20260323 20 10047   10063    256      245      94    045      4    042      3        0  
000 20260323 21 10049   10064    251      243      95    080      1    060      2        0  
000 20260323 22 10055   10070    253      241      94    315      4    001      2        0  
000 20260323 23 10061   10076    281      250      83    125      2    321      3        0  
000 20260324 00 10068   10083    285      256      85    358      4    040      2        0  
000 20260324 01 10068   10083    302      256      77    350      3    343      3        0  
000 20260324 02 10066   10081    309      253      72    299      4    318      4        0  
000 20260324 03 10061   10076    308      254      73    277      3    303      3        0  
000 20260324 04 10053   10068    309      257      74    274      3    273      4        0  
000 20260324 05 10042   10057    310      256      73    282      3    279      3        0  
000 20260324 06 10035   10050    314      252      70    263      4    281      4        0  
000 20260324 07 10031   10046    318      243      65    251      2    265      3        0  
000 20260324 08 10029   10044    322      234      60    306      2    292      2        0  
000 20260324 09 10032   10047    315      231      61    216      2    213      2        0  
000 20260324 10 10042   10056    303      241      70    219      2    228      3        0  
000 20260324 11 10050   10065    279      254      87    176      2    196      1        0  
000 20260324 12 10054   10069    272      258      92    160      2    180      2        0  
000 20260324 13 10057   10072    265      256      95    145      2    150      2        0  
000 20260324 14 10059   10074    257      251      97    115      4    125      3        0  
000 20260324 15 10060   10075    255      247      95    116      3    130      2        0  
000 20260324 16 10054   10069    251      245      97    120      3    127      2        0  
000 20260324 17 10049   10064    248      243      97    360      0    117      1        0  
000 20260324 18 10049   10064    246      242      97    360      1    111      1        0  
000 20260324 19 10048   10063    247      242      97    360      1    118      1        0  
000 20260324 20 10050   10065    248      241      96    360      1    093      1        0  
000 20260324 21 10051   10066    249      242      96    164      2    101      1        0  
000 20260324 22 10052   10067    244      241      98    108      1    120      1        0  
000 20260324 23 10060   10075    245      244      99    132      2    137      1        0  
000 20260325 00 10076   10091    264      251      93    178      2    124      2        0  
000 20260325 01 10075   10090    287      252      82    093      2    117      2        0  
000 20260325 02 10071   10086    301      250      74    272      4    145      2        0  
000 20260325 03 10062   10077    301      254      76    280      4    291      3        0  
000 20260325 04 10058   10072    313      253      71    288      6    293      5        0  
000 20260325 05 10050   10064    313      252      70    263      5    274      6        0  
000 20260325 06 10046   10060    314      252      70    238      5    245      5        0  
000 20260325 07 10045   10060    303      255      75    218      6    229      6        0  
000 20260325 08 10047   10062    295      261      82    217      4    213      6        0  
000 20260325 09 10047   10062    293      259      82    217      2    215      4        0  
000 20260325 10 10056   10071    286      260      86    067      2    120      2        0  
000 20260325 11 10065   10080    275      264      94    123      1    106      1        0  
000 20260325 12 10071   10086    270      262      95    125      2    118      2        0  
000 20260325 13 10077   10092    269      260      95    131      4    136      3        0  
000 20260325 14 10081   10096    271      257      92    115      2    124      3        0  
000 20260325 15 10078   10093    268      257      94    129      1    071      2        0  
000 20260325 16 10072   10087    262      258      98    360      0    360      1        0  
000 20260325 17 10067   10082    256      253      98    124      2    134      2        0  
000 20260325 18 10063   10078    253      250      98    121      3    121      3        0  
000 20260325 19 10065   10080    249      246      98    114      1    118      2        0  
000 20260325 20 10067   10082    246      243      98    171      1    138      2        0  
000 20260325 21 10067   10082    243      242     100    360      1    132      1        0  
000 20260325 22 10071   10086    240      239     100    132      1    115      1        0  
000 20260325 23 10078   10093    248      244      98    139      1    360      1        0  
000 20260326 00 10081   10096    289      257      83    003      1    057      1        0  
000 20260326 01 10086   10101    301      259      78    265      5    300      3        0  
000 20260326 02 10082   10097    300      260      79    261      5    266      5        0  
000 20260326 03 10072   10087    305      262      78    270      6    268      5        0  
000 20260326 04 10066   10081    310      258      74    275      7    273      6        0  
000 20260326 05 10055   10070    311      255      72    245      6    256      6        0  
000 20260326 06 10048   10062    307      254      74    238      6    242      6        0  
000 20260326 07 10048   10063    317      253      69    239      6    241      6        0  
000 20260326 08 10047   10062    314      250      69    226      6    234      6        0  
000 20260326 09 10052   10067    311      240      66    214      5    220      6        0  
000 20260326 10 10060   10075    303      232      66    092      2    181      3        0  
000 20260326 11 10072   10087    278      244      82    091      4    094      3        0  
000 20260326 12 10077   10092    272      246      86    180      3    121      3        0  
000 20260326 13 10083   10098    262      248      92    093      4    123      3        0  
000 20260326 14 10086   10102    258      248      94    129      2    121      2        0  
000 20260326 15 10085   10100    254      248      96    107      1    134      2        0  
000 20260326 16 10082   10097    255      248      96    149      1    142      1        0  
000 20260326 17 10076   10091    252      246      96    125      3    133      2        0  
000 20260326 18 10076   10092    248      242      96    117      4    131      2        0  
000 20260326 19 10076   10091    248      240      96    142      3    142      3        0  
000 20260326 20 10078   10093    249      242      96    137      1    145      2        0  
000 20260326 21 10078   10094    247      243      98    360      1    164      1        0  
000 20260326 22 10080   10095    244      243      99    164      1    143      1        0  
000 20260326 23 10084   10100    246      244      99    159      2    150      2        0  
000 20260327 00 10081   10096    273      249      87    153      3    147      2        0  
000 20260327 01 10079   10094    305      250      73    192      4    180      4        0  
000 20260327 02 10078   10093    308      248      70    280      7    231      4        0  
000 20260327 03 10073   10088    307      261      77    277      7    291      6        0  
000 20260327 04 10066   10080    309      258      75    260      7    266      7        0  
000 20260327 05 10061   10076    310      256      73    258      8    260      7        0  
000 20260327 06 10052   10067    311      260      74    242      7    247      7        0  
000 20260327 07 10049   10064    303      262      79    242      6    243      6        0  
000 20260327 08 10048   10063    294      253      78    216      2    231      4        0  
000 20260327 09 10047   10062    289      253      81    217      3    215      3        0  
000 20260327 10 10057   10072    287      256      84    360      1    216      2        0  
000 20260327 11 10062   10077    271      260      94    103      1    093      2        0  
000 20260327 12 10066   10081    261      256      97    087      4    122      2        0  
000 20260327 13 10075   10090    257      254      98    104      1    117      1        0  
000 20260327 14 10085   10101    253      251      99    360      1    360      1        0  
000 20260327 15 10082   10097    249      248     100    097      3    114      2        0  
000 20260327 16 10073   10089    246      246     100    360      1    360      1        0  
000 20260327 17 10068   10083    244      243     100    360      1    360      1        0  
000 20260327 18 10069   10084    241      240     100    106      1    128      1        0  
000 20260327 19 10064   10079    239      239     100    154      1    360      1        0  
000 20260327 20 10069   10084    238      236      99    118      1    360      1        0  
000 20260327 21 10072   10087    236      235     100    360      0    360      1        0  
000 20260327 22 10076   10092    235      235     100    095      1    124      1        0  
000 20260327 23 10084   10099    243      239      98    122      3    120      3        0  
000 20260328 00 10088   10103    278      254      87    076      3    106      3        0  
000 20260328 01 10092   10107    302      256      77    185      4    179      4        0  
000 20260328 02 10092   10106    306      253      73    260      6    231      5        0  
000 20260328 03 10084   10099    309      255      73    264      7    265      7        0  
000 20260328 04 10075   10090    310      253      72    264      7    262      7        0  
000 20260328 05 10064   10079    310      258      74    270      7    265      7        0  
000 20260328 06 10053   10068    311      261      75    263      6    267      6        0  
000 20260328 07 10048   10063    310      256      73    244      6    249      6        0  
000 20260328 08 10048   10062    293      252      78    200      4    212      4        0  
000 20260328 09 10046   10060    289      250      80    189      3    193      3        0  
000 20260328 10 10054   10069    285      255      84    157      3    132      2        0  
000 20260328 11 10065   10080    271      256      92    360      1    143      2        0  
000 20260328 12 10071   10086    260      254      96    135      2    121      2        0  
000 20260328 13 10076   10091    259      247      93    086      2    101      2        0  
000 20260328 14 10080   10095    251      244      96    187      3    131      2        0  
000 20260328 15 10080   10096    244      243      99    153      2    148      1        0  
000 20260328 16 10077   10092    242      241     100    094      1    137      2        0  
000 20260328 17 10070   10085    239      238     100    142      2    149      2        0  
000 20260328 18 10064   10080    235      235     100    150      2    142      2        0  
000 20260328 19 10065   10080    235      234     100    134      1    138      2        0  
000 20260328 20 10064   10079    234      234     100    105      4    125      4        0  
000 20260328 21 10070   10085    235      234      99    112      2    114      1        0  
000 20260328 22 10076   10092    233      233     100    139      1    126      2        0  
000 20260328 23 10083   10098    244      239      97    066      1    124      1        0  
000 20260329 00 10088   10102    286      252      82    360      1    130      2        0  
000 20260329 01 10090   10105    302      251      74    280      5    263      3        0  
000 20260329 02 10089   10104    301      256      77    286      5    287      5        0  
000 20260329 03 10084   10099    307      257      75    293      6    290      6        0  
000 20260329 04 10071   10086    312      258      73    283      6    287      7        0  
000 20260329 05 10062   10077    312      260      74    273      7    275      7        0  
000 20260329 06 10052   10067    315      256      71    245      7    249      7        0  
000 20260329 07 10049   10064    309      259      75    229      6    237      7        0  
000 20260329 08 10044   10059    304      256      76    223      5    227      6        0  
000 20260329 09 10050   10065    300      253      76    203      4    212      5        0  
000 20260329 10 10054   10069    295      256      79    200      4    216      4        0  
000 20260329 11 10062   10077    282      256      86    107      3    112      3        0  
000 20260329 12 10070   10085    272      251      88    141      3    147      2        0  
000 20260329 13 10080   10095    264      247      90    129      2    144      2        0  
000 20260329 14 10082   10097    256      247      95    109      3    092      2        0  
000 20260329 15 10082   10098    251      244      96    182      1    126      2        0  
000 20260329 16 10075   10090    245      242      99    156      1    163      2        0  
000 20260329 17 10070   10085    241      240     100    109      2    153      2        0  
000 20260329 18 10065   10080    237      237     100    360      1    147      1        0  
000 20260329 19 10062   10077    236      235     100    131      1    140      1        0  
000 20260329 20 10060   10075    234      233     100    134      3    148      2        0  
000 20260329 21 10071   10086    233      232     100    360      0    120      2        0  
000 20260329 22 10075   10090    230      230     100    360      0    128      1        0  
000 20260329 23 10080   10095    243      238      97    156      1    144      2        0  
000 20260330 00 10087   10102    285      247      80    105      3    139      2        0  
000 20260330 01 10088   10103    301      247      73    049      4    079      3        0  
000 20260330 02 10088   10103    322      242      63    293      4    097      5        0  
000 20260330 03 10083   10098    301      248      73    299      5    297      5        0  
000 20260330 04 10073   10088    304      250      73    267      6    272      6        0  
000 20260330 05 10067   10082    317      257      71    273      9    269      7        0  
000 20260330 06 10060   10075    311      261      75    239      9    247      9        0  
000 20260330 07 10069   10084    260      246      92    046      8    047      9      218  
000 20260330 08 10062   10077    240      240     100    026      4    018      5       55  
000 20260330 09 10067   10082    240      239     100    027      3    036      3        6  
000 20260330 10 10070   10085    242      242     100    360      1    032      3        0  
000 20260330 11 10076   10091    242      242     100    082      3    072      3        0  
000 20260330 12 10081   10097    242      242     100    110      3    142      2        0  
000 20260330 13 10091   10106    243      242     100    004      3    123      2        0  
000 20260330 14 10094   10109    243      243     100    360      1    102      1        0  
000 20260330 15 10095   10110    244      243     100    138      1    134      1        0  
000 20260330 16 10090   10105    244      244     100    360      0    360      1        0  
000 20260330 17 10088   10103    243      242     100    360      1    360      1        0  
000 20260330 18 10081   10096    241      241     100    151      2    114      1        0  
000 20260330 19 10078   10093    239      238     100    114      4    128      3        0  
000 20260330 20 10078   10094    238      238     100    109      4    117      4        0  
000 20260330 21 10080   10095    237      236     100    082      4    083      4        0  
000 20260330 22 10083   10099    238      236      99    360      1    104      2        0  
000 20260330 23 10092   10107    249      242      96    360      1    130      1        0  
000 20260331 00 10099   10114    295      245      75    119      1    148      1        1  
000 20260331 01 10100   10115    301      244      72    049      4    031      4        0  
000 20260331 02 10099   10114    307      246      70    044      5    040      5        0  
000 20260331 03 10094   10109    313      246      68    321      4    052      4        0  
000 20260331 04 10085   10100    302      255      76    282      8    296      6        0  
000 20260331 05 10076   10091    297      258      80    290      8    290      8        0  
000 20260331 06 10072   10087    292      256      81    269      6    278      8        0  
000 20260331 07 10071   10086    252      238      92    060      1    149      5       28  
000 20260331 08 10073   10088    240      239      99    056      4    057      3       72  
000 20260331 09 10072   10087    239      238     100    109      3    133      3       14  
000 20260331 10 10077   10093    243      243     100    145      1    119      2        1  
000 20260331 11 10087   10102    243      242     100    036      1    046      1        0  
000 20260331 12 10094   10110    241      241     100    089      2    095      2        0  
000 20260331 13 10099   10115    240      239     100    078      4    086      3        0  
000 20260331 14 10101   10116    239      239     100    091      2    107      3        0  
000 20260331 15 10100   10115    237      237     100    360      1    117      2        0  
000 20260331 16 10097   10112    235      235     100    121      1    360      1        0  
000 20260331 17 10090   10105    234      234     100    360      1    360      1        0  
000 20260331 18 10084   10100    235      235     100    129      1    124      2        0  
000 20260331 19 10083   10098    235      235     100    120      1    108      1        0  
000 20260331 20 10082   10097    234      234     100    360      1    139      1        0  
000 20260331 21 10085   10100    233      233     100    144      1    105      1        0  
000 20260331 22 10089   10104    234      233     100    082      2    360      1        0  
000 20260331 23 10093   10108    243      241      99    113      2    094      2        0  
